run,start_time_min,end_time_min,jar_ID,dry_jar_mass_g,wet_jar_mass_g,water_mass_g,water_temp_C
41,14,14.5,15,393.4,907.9,514.5,17.2
41,17,17.5,16,393.2,940.4,547.2,17.4
41,17.5,18,17,394,946,552,17.3
41,18,18.5,18,393,908,515,17.3
41,18.5,19,19,392.3,928.3,536,17.3
41,22,22.5,21,393.4,932.5,539.1,17.4
41,22.5,23,22,393.3,921.5,528.2,17.3
41,23,23.5,23,393.3,937,543.7,17.2
41,23.5,24,24,393.1,880.1,487,17.2
41,24,24.5,25,394.3,917.9,523.6,17.3
41,27,27.5,26,394.2,934,539.8,17.3
41,27.5,28,27,394.2,929.5,535.3,17.3
41,28,28.5,28,394.3,900.7,506.4,17.3
41,28.5,29,29,394.4,925.9,531.5,17.3
41,29,29.5,30,394,927.2,533.2,17.3
42,0,0.5,1,393.3,636.7,243.4,18
42,0.5,1,2,392.9,901.3,508.4,17.8
42,1,1.5,3,394.4,914.4,520,17.8
42,3.5,4,4,393.6,912.5,518.9,17.7
42,4,4.5,5,394.4,900.3,505.9,17.8
42,7,7.5,6,393.3,897.2,503.9,17.6
42,7.5,8,7,393.3,889.2,495.9,17.6
42,8,8.5,8,393,917.7,524.7,17.6
42,12,12.5,11,394.4,907.6,513.2,17.7
42,12.5,13,12,393.1,908.9,515.8,17.6
42,13,13.5,13,392.4,890.8,498.4,17.6
42,13.5,14,14,393.9,908.5,514.6,17.6
42,14,14.5,15,393.4,898.7,505.3,17.7
42,17,17.5,16,393.2,925.8,532.6,17.8
42,17.5,18,17,394,894,500,17.7
42,18,18.5,18,393,923.9,530.9,17.7
42,18.5,19,19,392.3,890,497.7,17.7
42,19,19.5,20,394.2,902.3,508.1,17.7
42,22,22.5,21,393.4,937.2,543.8,17.7
42,22.5,23,22,393.3,924.4,531.1,17.7
42,23,23.5,23,393.3,927.8,534.5,17.7
42,23.5,24,24,393.1,923.8,530.7,17.6
42,24,24.5,25,394.3,941.8,547.5,17.7
42,27,27.5,26,394.2,933.5,539.3,17.7
42,27.5,28,27,394.2,926.8,532.6,17.7
42,28,28.5,28,394.3,924,529.7,17.6
42,28.5,29,29,394.4,915,520.6,17.7
42,29,29.5,30,394,916,522,17.7
43,0,0.5,1,393.3,631,237.7,15.6
43,0.5,1,2,392.9,913.8,520.9,15.4
43,1,1.5,3,394.4,897.5,503.1,15.3
43,3.5,4,4,393.6,913.8,520.2,15.3
43,4,4.5,5,394.4,911.7,517.3,15.4
43,7,7.5,6,393.3,938.5,545.2,15.2
43,7.5,8,7,393.3,936.7,543.4,15.2
43,8,8.5,8,393,937.3,544.3,15.2
43,8.5,9,9,393.4,948.9,555.5,15.2
43,12,12.5,11,394.4,937.3,542.9,15.1
43,12.5,13,12,393.1,935.2,542.1,15.1
43,13,13.5,13,392.4,940,547.6,15.1
43,13.5,14,14,393.9,930.7,536.8,15.1
43,14,14.5,15,393.4,928,534.6,15.2
43,17,17.5,16,393.2,943.6,550.4,15.3
43,17.5,18,17,394,929.6,535.6,15.2
43,18,18.5,18,393,935.6,542.6,15.2
43,18.5,19,19,392.3,947.5,555.2,15.2
43,19,19.5,20,394.2,927,532.8,15.3
43,22,22.5,21,393.4,918.7,525.3,15.2
43,22.5,23,22,393.3,919.8,526.5,15.2
43,23,23.5,23,393.3,912.4,519.1,15.2
43,23.5,24,24,393.1,925.6,532.5,15.2
43,24,24.5,25,394.3,932.2,537.9,15.2
43,27,27.5,26,394.2,913.4,519.2,15.2
43,27.5,28,27,394.2,920.4,526.2,15.2
43,28,28.5,28,394.3,943.1,548.8,15.2
43,28.5,29,29,394.4,936.7,542.3,15.2
43,29,29.5,30,394,929,535,15.2
44,0,0.5,1,393.3,626.3,233,15.5
44,0.5,1,2,392.9,907.5,514.6,15.3
44,1,1.5,3,394.4,919.6,525.2,15.3
44,3.5,4,4,393.6,908,514.4,15.3
44,4,4.5,5,394.4,904,509.6,15.5
44,7,7.5,6,393.3,915.5,522.2,15.4
44,7.5,8,7,393.3,897.5,504.2,15.3
44,8,8.5,8,393,912.1,519.1,15.3
44,8.5,9,9,393.4,902.5,509.1,15.3
44,9,9.5,10,393.2,917,523.8,15.3
44,12,12.5,11,394.4,917.9,523.5,15.4
44,12.5,13,12,393.1,920.2,527.1,15.3
44,13,13.5,13,392.4,910.8,518.4,15.4
44,13.5,14,14,393.9,924.2,530.3,15.4
44,14,14.5,15,393.4,887,493.6,15.4
44,17,17.5,16,393.2,915.5,522.3,15.5
44,17.5,18,17,394,903.8,509.8,15.5
44,18,18.5,18,393,899.4,506.4,15.5
44,18.5,19,19,392.3,918.8,526.5,15.5
44,19,19.5,20,394.2,915.1,520.9,15.5
44,22,22.5,21,393.4,928.6,535.2,15.5
44,22.5,23,22,393.3,913.1,519.8,15.4
44,23,23.5,23,393.3,928.6,535.3,15.4
44,23.5,24,24,393.1,905.2,512.1,15.4
44,24,24.5,25,394.3,914.3,520,15.4
44,27,27.5,26,394.2,923.4,529.2,15.5
44,27.5,28,27,394.2,932,537.8,15.4
44,28,28.5,28,394.3,919.9,525.6,15.4
44,28.5,29,29,394.4,899.3,504.9,15.4
44,29,29.5,30,394,917.1,523.1,15.5
45,0,0.5,1,393.3,636.9,243.6,16.3
45,0.5,1,2,392.9,901.6,508.7,16.1
45,1,1.5,3,394.4,859.2,464.8,16.1
45,3.5,4,4,393.6,877.9,484.3,16.1
45,4,4.5,5,394.4,903.9,509.5,16.2
45,7,7.5,6,393.3,856.1,462.8,16
45,7.5,8,7,393.3,897.6,504.3,16
45,8,8.5,8,393,875.8,482.8,16
45,12,12.5,11,394.4,882,487.6,16
45,12.5,13,12,393.1,893.4,500.3,15.9
45,13,13.5,13,392.4,915.7,523.3,16
45,13.5,14,14,393.9,899.1,505.2,16
45,14,14.5,15,393.4,882.3,488.9,16
45,17,17.5,16,393.2,904.6,511.4,16.1
45,17.5,18,17,394,903.3,509.3,16.1
45,18,18.5,18,393,884.4,491.4,16.1
45,18.5,19,19,392.3,877,484.7,16
45,19,19.5,20,394.2,890.9,496.7,16
45,22,22.5,21,393.4,881.8,488.4,16
45,22.5,23,22,393.3,891.8,498.5,16
45,23,23.5,23,393.3,892,498.7,15.9
45,23.5,24,24,393.1,889.6,496.5,16
45,24,24.5,25,394.3,906.2,511.9,16.1
45,27,27.5,26,394.2,867,472.8,16
45,27.5,28,27,394.2,888.8,494.6,16
45,28,28.5,28,394.3,900.4,506.1,16
45,28.5,29,29,394.4,884.5,490.1,16
45,29,29.5,30,394,893.1,499.1,16.1
46,0,0.5,1,393.3,646.3,253,16.5
46,0.5,1,2,392.9,873.1,480.2,16.4
46,1,1.5,3,394.4,901.1,506.7,16.4
46,3.5,4,4,393.6,873.9,480.3,16.3
46,4,4.5,5,394.4,909.9,515.5,16.4
46,7,7.5,6,393.3,903.7,510.4,16.2
46,7.5,8,7,393.3,909.8,516.5,16.2
46,8,8.5,8,393,912.8,519.8,16.2
46,12,12.5,11,394.4,920.9,526.5,16.2
46,12.5,13,12,393.1,911,517.9,16.2
46,13,13.5,13,392.4,905.1,512.7,16.2
46,13.5,14,14,393.9,898.4,504.5,16.2
46,14,14.5,15,393.4,905,511.6,16.2
46,17,17.5,16,393.2,924.1,530.9,16.2
46,17.5,18,17,394,923.8,529.8,16.2
46,18,18.5,18,393,912.4,519.4,16.1
46,18.5,19,19,392.3,912.2,519.9,16.2
46,19,19.5,20,394.2,910.4,516.2,16.3
46,22,22.5,21,393.4,908.1,514.7,16.1
46,22.5,23,22,393.3,922.6,529.3,16.1
46,23,23.5,23,393.3,900.3,507,16.1
46,23.5,24,24,393.1,929.6,536.5,16.1
46,24,24.5,25,394.3,908.4,514.1,16.2
46,27,27.5,26,394.2,914.5,520.3,16.2
46,27.5,28,27,394.2,926.9,532.7,16.2
46,28,28.5,28,394.3,913,518.7,16.1
46,28.5,29,29,394.4,916,521.6,16.1
46,29,29.5,30,394,909.3,515.3,16.2
47,0,0.5,1,393.3,620.8,227.5,16.4
47,0.5,1,2,392.9,876.7,483.8,16.1
47,1,1.5,3,394.4,877.6,483.2,16.1
47,3.5,4,4,393.6,904.1,510.5,16.1
47,4,4.5,5,394.4,887.7,493.3,16.2
47,12,12.5,11,394.4,909.1,514.7,15.7
47,12.5,13,12,393.1,901.2,508.1,15.7
47,13,13.5,13,392.4,909.2,516.8,15.7
47,13.5,14,14,393.9,926.8,532.9,15.7
47,14,14.5,15,393.4,902.2,508.8,15.8
47,17,17.5,16,393.2,924.4,531.2,15.7
47,17.5,18,17,394,913.9,519.9,15.7
47,18,18.5,18,393,893.8,500.8,15.7
47,18.5,19,19,392.3,917.5,525.2,15.7
47,19,19.5,20,394.2,904.6,510.4,15.7
47,22,22.5,21,393.4,935.1,541.7,15.6
47,22.5,23,22,393.3,902.5,509.2,15.6
47,23,23.5,23,393.3,892.5,499.2,15.6
47,23.5,24,24,393.1,914.3,521.2,15.6
47,24,24.5,25,394.3,898.6,504.3,15.6
47,27,27.5,26,394.2,921.2,527,15.4
47,27.5,28,27,394.2,910.1,515.9,15.4
47,28,28.5,28,394.3,910.9,516.6,15.4
47,28.5,29,29,394.4,912.3,517.9,15.4
47,29,29.5,30,394,909.8,515.8,15.4
48,0,0.5,1,393.3,652.4,259.1,16
48,0.5,1,2,392.9,887.7,494.8,15.7
48,1,1.5,3,394.4,883.1,488.7,25.7
48,3.5,4,4,393.6,898,504.4,15.6
48,4,4.5,5,394.4,908.8,514.4,15.7
48,7,7.5,6,393.3,925,531.7,15.5
48,7.5,8,7,393.3,914.5,521.2,15.5
48,8,8.5,8,393,920.4,527.4,15.5
48,8.5,9,9,393.4,915.1,521.7,15.5
48,12,12.5,11,394.4,922.1,527.7,15.6
48,12.5,13,12,393.1,923,529.9,15.5
48,13,13.5,13,392.4,913.5,521.1,15.5
48,13.5,14,14,393.9,909,515.1,15.5
48,14,14.5,15,393.4,902.4,509,15.6
48,17,17.5,16,393.2,932.6,539.4,15.8
48,17.5,18,17,394,915.1,521.1,15.7
48,18,18.5,18,393,923.6,530.6,15.7
48,18.5,19,19,392.3,920.8,528.5,15.7
48,19,19.5,20,394.2,937.4,543.2,15.8
48,22,22.5,21,393.4,933.3,539.9,15.7
48,22.5,23,22,393.3,918.1,524.8,15.7
48,23,23.5,23,393.3,918,524.7,15.6
48,23.5,24,24,393.1,916.1,523,15.7
48,24,24.5,25,394.3,923.1,528.8,15.7
48,27,27.5,26,394.2,921.7,527.5,15.8
48,27.5,28,27,394.2,919.8,525.6,15.7
48,28,28.5,28,394.3,922.1,527.8,15.7
48,28.5,29,29,394.4,933,538.6,15.7
48,29,29.5,30,394,900.1,506.1,15.9
49,0,1,1,393.3,932.3,539,15.7
49,1,2,2,392.9,1131.4,738.5,15.5
49,2,3,3,393.7,1113.9,720.2,15.5
49,3,4,4,393.6,1093.8,700.2,15.5
49,5,6,6,393.3,1125.6,732.3,15.5
49,6,7,7,393.3,1119.6,726.3,15.5
49,7,8,8,394.1,1113.8,719.7,15.5
49,10,11,11,394.4,1112.9,718.5,15.6
49,11,12,12,393.1,1110.3,717.2,15.5
49,12,13,13,392.4,1118,725.6,15.6
49,15,16,16,393.2,1131,737.8,15.7
49,16,17,17,394,1127.8,733.8,15.6
49,17,18,18,394.5,1117.7,723.2,15.7
49,20,21,21,393.4,1146.2,752.8,15.6
49,21,22,22,393.3,1123.9,730.6,15.6
49,22,23,23,393.3,1141.2,747.9,15.6
49,25,26,26,394.2,1125.4,731.2,15.6
49,26,27,27,394.2,1127.2,733,15.6
49,27,28,28,394.3,1143.8,749.5,15.6
50,0,1,1,393.3,891.1,497.8,16.2
50,1,2,2,392.9,1125,732.1,16
50,2,3,3,393.7,1128.6,734.9,16
50,3,4,4,393.6,1140.3,746.7,16
50,5,6,6,393.3,1130.4,737.1,16
50,6,7,7,393.3,1110.8,717.5,15.9
50,7,8,8,394.1,1128.5,734.4,15.9
50,10,11,11,394.4,1156.3,761.9,15.9
50,11,12,12,393.1,1143.4,750.3,15.9
50,12,13,13,392.4,1155.1,762.7,16
50,15,16,16,393.2,1146.9,753.7,16
50,16,17,17,394,1141.9,747.9,15.9
50,17,18,18,394.5,1123.7,729.2,16
50,20,21,21,393.4,1132.2,738.8,15.9
50,21,22,22,393.3,1123.9,730.6,15.9
50,22,23,23,393.3,1142.3,749,15.9
50,25,26,26,394.2,1143.6,749.4,16
50,26,27,27,394.2,1134.2,740,15.9
50,27,28,28,394.3,1123.6,729.3,15.9
51,0,1,1,393.3,876.2,482.9,16.6
51,1,2,2,392.9,1124.4,731.5,16.3
51,2,3,3,393.7,1120.6,726.9,16.2
51,3,4,4,393.6,1106.9,713.3,16.1
51,5,6,6,393.3,1121.3,728,15.8
51,6,7,7,393.3,1122.3,729,15.7
51,7,8,8,394.1,1138.8,744.7,15.8
51,10,11,11,394.4,1141.3,746.9,15.7
51,11,12,12,393.1,1109.7,716.6,15.7
51,12,13,13,392.4,1141.1,748.7,15.8
51,15,16,16,393.2,1149.6,756.4,15.8
51,16,17,17,394,1149.2,755.2,15.7
51,17,18,18,394.5,1140.4,745.9,15.8
51,20,21,21,393.4,1160.5,767.1,15.9
51,21,22,22,393.3,1153.4,760.1,15.8
51,22,23,23,393.3,1153.7,760.4,15.9
51,25,26,26,394.2,1144.2,750,15.9
51,26,27,27,394.2,1199.2,805,15.9
51,27,28,28,394.3,1131.6,737.3,15.9
52,0,1,1,393.3,880.7,487.4,16.9
52,1,2,2,392.9,1115.9,723,16.7
52,2,3,3,393.7,1126.8,733.1,16.6
52,3,4,4,393.6,1127.9,734.3,16.7
52,5,6,6,393.3,1119.1,725.8,16.5
52,6,7,7,393.3,1134.1,740.8,16.3
52,7,8,8,394.1,1137.3,743.2,16.4
52,10,11,11,394.4,1132.9,738.5,16.3
52,11,12,12,393.1,1142.2,749.1,16.2
52,12,13,13,392.4,1126.1,733.7,16.3
52,15,16,16,393.2,1155,761.8,16.4
52,16,17,17,394,1135.1,741.1,16.3
52,17,18,18,394.5,1141.6,747.1,16.3
52,20,21,21,393.4,1124.8,731.4,16.3
52,21,22,22,393.3,1129.5,736.2,16.2
52,22,23,23,393.3,1157.9,764.6,16.3
52,25,26,26,394.2,1148,753.8,16.5
52,26,27,27,394.2,1160.9,766.7,16.5
52,27,28,28,394.3,1143.6,749.3,16.5
53,0,1,1,393.3,904.9,511.6,18.2
53,1,2,2,392.9,1141.3,748.4,17.9
53,2,3,3,393.7,1147.6,753.9,18
53,3,4,4,393.6,1146.7,753.1,18.1
53,5,6,6,393.3,1159.8,766.5,18
53,6,7,7,393.3,1145.1,751.8,17.9
53,7,8,8,394.1,1159.6,765.5,17.9
53,10,11,11,394.4,1189.4,795,18.3
53,11,12,12,393.1,1133.7,740.6,17.9
53,12,13,13,392.4,1170.7,778.3,18.3
53,15,16,16,393.2,1158.4,765.2,18.3
53,16,17,17,394,1143.5,749.5,18.1
53,17,18,18,394.5,1153.5,759,18.3
53,20,21,21,393.4,1142.1,748.7,17.8
53,21,22,22,393.3,1143.1,749.8,17.6
53,22,23,23,393.3,1155.6,762.3,17.9
53,25,26,26,394.2,1167.7,773.5,18.1
53,26,27,27,394.2,1149.1,754.9,17.9
53,27,28,28,394.3,1159.6,765.3,18.3
54,0,1,1,393.3,874.1,480.8,17.4
54,1,2,2,392.9,1119.9,727,16.9
54,2,3,3,393.7,1142.4,748.7,16.8
54,3,4,4,393.6,1146.9,753.3,17
54,5,6,6,393.3,1134.4,741.1,16.6
54,6,7,7,393.3,1142.9,749.6,16.4
54,7,8,8,394.1,1143.9,749.8,16.5
54,10,11,11,394.4,1138.3,743.9,16.4
54,11,12,12,393.1,1137.5,744.4,16.2
54,12,13,13,392.4,1124.5,732.1,16.4
54,15,16,16,393.2,1138.6,745.4,16.5
54,16,17,17,394,1140.3,746.3,16.5
54,17,18,18,394.5,1149.7,755.2,16.6
54,25,26,26,394.2,1151.3,757.1,16.7
54,26,27,27,394.2,1157,762.8,16.7
54,27,28,28,394.3,1156.1,761.8,16.7
55,0,1,1,393.3,902,508.7,15.8
55,1,2,2,392.9,1102.3,709.4,15.6
55,2,3,3,393.7,1084.5,690.8,15.7
55,3,4,4,393.6,1108.1,714.5,15.8
55,5,6,6,393.3,1145.8,752.5,15.7
55,10,11,11,394.4,1148.4,754,15.7
55,11,12,12,393.1,1119.3,726.2,15.7
55,12,13,13,392.4,1127.8,735.4,15.7
55,15,16,16,393.2,1099.9,706.7,15.8
55,16,17,17,394,1130,736,15.7
55,17,18,18,394.5,1130.2,735.7,15.7
55,20,21,21,393.4,1134.5,741.1,15.7
55,21,22,22,393.3,1118.4,725.1,15.7
55,22,23,23,393.3,1127.7,734.4,15.7
55,25,26,26,394.2,1126.1,731.9,15.7
55,26,27,27,394.2,1124.5,730.3,15.7
55,27,28,28,394.3,1129.7,735.4,15.7
56,0,1,1,393.3,896.9,503.6,16.5
56,1,2,2,392.9,1115.5,722.6,16.3
56,2,3,3,393.7,1141,747.3,16.3
56,3,4,4,393.6,1134.2,740.6,16.3
56,5,6,6,393.3,1118.8,725.5,16.2
56,6,7,7,393.3,1114.1,720.8,16.1
56,7,8,8,394.1,1124,729.9,16.1
56,10,11,11,394.4,1128.6,734.2,16.3
56,11,12,12,393.1,1114.4,721.3,16.1
56,12,13,13,392.4,1129.8,737.4,16.2
56,15,16,16,393.2,1138.5,745.3,16.3
56,16,17,17,394,1112.8,718.8,16.2
56,17,18,18,394.5,1124.7,730.2,16.3
56,20,21,21,393.4,1120.2,726.8,16.2
56,21,22,22,393.3,1116.9,723.6,16.1
56,22,23,23,393.3,1126.3,733,16.2
56,25,26,26,394.2,1124.5,730.3,16.2
56,26,27,27,394.2,1120,725.8,16.1
56,27,28,28,394.3,1112.7,718.4,16.2
57,0,1,1,393.3,821.9,428.6,16.6
57,1,2,2,392.9,1121.6,728.7,16.5
57,2,3,3,393.7,1121.1,727.4,16.4
57,3,4,4,393.6,1121.5,727.9,16.5
57,5,6,6,393.3,1121,727.7,16.4
57,6,7,7,393.3,1108.8,715.5,16.2
57,7,8,8,394.1,1135.5,741.4,16.3
57,10,11,11,394.4,1120.5,726.1,16.3
57,11,12,12,393.1,1127.8,734.7,16.2
57,12,13,13,392.4,1104.1,711.7,16.3
57,15,16,16,393.2,1119,725.8,16.3
57,16,17,17,394,1113.8,719.8,16.2
57,17,18,18,394.5,1118.5,724,16.3
57,20,21,21,393.4,1124.6,731.2,16.2
57,21,22,22,393.3,1101.3,708,16.2
57,22,23,23,393.3,1097.6,704.3,16.2
57,25,26,26,394.2,1114.5,720.3,16.2
57,26,27,27,394.2,1112.3,718.1,16.2
57,27,28,28,394.3,1121.8,727.5,16.2
58,0,1,1,393.3,834.6,441.3,16.5
58,1,2,2,392.9,1094.6,701.7,16.2
58,2,3,3,393.7,1093.6,699.9,16.3
58,3,4,4,393.6,1109.3,715.7,16.3
58,5,6,6,393.3,1132.3,739,16
58,6,7,7,393.3,1103,709.7,16
58,7,8,8,394.1,1125.7,731.6,16
58,10,11,11,394.4,1129.1,734.7,16
58,11,12,12,393.1,1105.5,712.4,15.9
58,12,13,13,392.4,1100.3,707.9,15.9
58,15,16,16,393.2,1118.9,725.7,16
58,16,17,17,394,1088.6,694.6,16
58,17,18,18,394.5,1113.4,718.9,16
58,20,21,21,393.4,1110.9,717.5,15.9
58,21,22,22,393.3,1121.1,727.8,15.9
58,22,23,23,393.3,1116.2,722.9,15.9
58,25,26,26,394.2,1155.9,761.7,15.9
58,26,27,27,394.2,1123.9,729.7,15.9
58,27,28,28,394.3,1129.4,735.1,15.9
59,0,1,1,393.3,837,443.7,16.3
59,1,2,2,392.9,1133,740.1,16.2
59,2,3,3,393.7,1139.6,745.9,16.2
59,3,4,4,393.6,1141.3,747.7,16
59,5,6,6,393.3,1130.4,737.1,15.9
59,6,7,7,393.3,1130.9,737.6,15.9
59,7,8,8,394.1,1134,739.9,15.8
59,10,11,11,394.4,1142.3,747.9,15.9
59,11,12,12,393.1,1134.9,741.8,15.8
59,12,13,13,392.4,1131.1,738.7,15.7
59,15,16,16,393.2,1141.3,748.1,15.8
59,16,17,17,394,1147.6,753.6,15.7
59,17,18,18,394.5,1147.7,753.2,15.8
59,20,21,21,393.4,1156.6,763.2,15.7
59,21,22,22,393.3,1150.8,757.5,15.7
59,22,23,23,393.3,1151.4,758.1,15.7
59,25,26,26,394.2,1157.4,763.2,15.8
59,26,27,27,394.2,1163.1,768.9,15.7
59,27,28,28,394.3,1157.2,762.9,15.7
60,0,1,1,393.3,864.1,470.8,16.1
60,1,2,2,392.9,1130.2,737.3,15.9
60,2,3,3,393.7,1145.1,751.4,15.8
60,3,4,4,393.6,1151.9,758.3,15.9
60,5,6,6,393.3,1147.8,754.5,15.7
60,6,7,7,393.3,1149.4,756.1,15.6
60,7,8,8,394.1,1157.3,763.2,15.6
60,10,11,11,394.4,1172.2,777.8,15.7
60,11,12,12,393.1,1153.2,760.1,15.6
60,12,13,13,392.4,1129.7,737.3,15.7
60,15,16,16,393.2,1103.8,710.6,15.8
60,16,17,17,394,1116.1,722.1,15.7
60,17,18,18,394.5,1111.7,717.2,15.8
60,20,21,21,393.4,1122.1,728.7,15.7
60,21,22,22,393.3,1109.5,716.2,15.7
60,22,23,23,393.3,1127.7,734.4,15.7
60,25,26,26,394.2,1141.2,747,15.8
60,26,27,27,394.2,1158.3,764.1,15.7
60,27,28,28,394.3,1087.3,693,15.8
61,1,2,2,392.9,805.3,412.4,16
61,2,3,3,393.7,803.2,409.5,16
61,3,4,4,393.6,801,407.4,16
61,5,6,6,393.3,800.3,407,16
61,6,7,7,393.3,813,419.7,15.8
61,7,8,8,394.1,799.5,405.4,15.9
61,10,11,11,394.4,801.8,407.4,16
61,11,12,12,393.1,808.7,415.6,15.9
61,12,13,13,392.4,797.3,404.9,16
61,15,16,16,393.2,805.3,412.1,16
61,16,17,17,394,795.9,401.9,16
61,17,18,18,394.5,792.6,398.1,16
61,20,21,21,393.4,794,400.6,16
61,21,22,22,393.3,803.6,410.3,15.9
61,22,23,23,393.3,806.7,413.4,15.9
61,25,26,26,394.2,809,414.8,16
61,26,27,27,394.2,801.8,407.6,15.9
61,27,28,28,394.3,805.3,411,16
62,0,1,1,393.3,591.5,198.2,16.4
62,1,2,2,392.9,814.2,421.3,16.1
62,2,3,3,393.7,825,431.3,16.2
62,3,4,4,393.6,815.9,422.3,16.2
62,5,6,6,393.3,821,427.7,16
62,6,7,7,393.3,815.3,422,16
62,7,8,8,394.1,819.1,425,16
62,10,11,11,394.4,824.9,430.5,16
62,11,12,12,393.1,826.2,433.1,16
62,12,13,13,392.4,814.8,422.4,16
62,15,16,16,393.2,825.4,432.2,16
62,16,17,17,394,824.9,430.9,16
62,17,18,18,394.5,825.9,431.4,16
62,20,21,21,393.4,807.7,414.3,16
62,21,22,22,393.3,790.2,396.9,15.9
62,22,23,23,393.3,803.4,410.1,15.9
62,25,26,26,394.2,809.3,415.1,16
62,26,27,27,394.2,800.6,406.4,15.9
62,27,28,28,394.3,802.4,408.1,15.9
63,0,1,1,393.3,606.7,213.4,16.3
63,1,2,2,392.9,806.5,413.6,16.2
63,2,3,3,393.7,818.2,424.5,16.1
63,3,4,4,393.6,807.1,413.5,16.2
63,5,6,6,393.3,821,427.7,16.1
63,6,7,7,393.3,810.4,417.1,16
63,7,8,8,394.1,811.7,417.6,16
63,10,11,11,394.4,813.9,419.5,16
63,11,12,12,393.1,825.8,432.7,15.9
63,12,13,13,392.4,820.4,428,15.9
63,15,16,16,393.2,815.4,422.2,16
63,16,17,17,394,821.3,427.3,16
63,17,18,18,394.5,818.1,423.6,16
63,20,21,21,393.4,837.8,444.4,16
63,21,22,22,393.3,805.3,412,15.9
63,22,23,23,393.3,814.4,421.1,16
63,25,26,26,394.2,823.3,429.1,15.9
63,26,27,27,394.2,821,426.8,15.9
63,27,28,28,394.3,825,430.7,15.9
64,0,1,1,393.3,599.8,206.5,16.8
64,1,2,2,392.9,825.4,432.5,16.5
64,2,3,3,393.7,822.8,429.1,16.6
64,3,4,4,393.6,813.5,419.9,16.7
64,5,6,6,393.3,814.4,421.1,16.5
64,6,7,7,393.3,830.5,437.2,16.4
64,7,8,8,394.1,821,426.9,16.4
64,10,11,11,394.4,824.9,430.5,16.5
64,11,12,12,393.1,822.6,429.5,16.4
64,12,13,13,392.4,823.4,431,16.5
64,15,16,16,393.2,828.1,434.9,16.5
64,16,17,17,394,822.3,428.3,16.5
64,17,18,18,394.5,829,434.5,16.5
64,20,21,21,393.4,826.1,432.7,16.5
64,21,22,22,393.3,816.5,423.2,16.5
64,25,26,26,394.2,829.5,435.3,16.5
64,26,27,27,394.2,831.9,437.7,16.4
64,27,28,28,394.3,829.1,434.8,16.5
65,0,1,1,393.3,626.5,233.2,17.3
65,1,2,2,392.9,810,417.1,17.1
65,2,3,3,393.7,828.8,435.1,17
65,3,4,4,393.6,814.7,421.1,17.1
65,5,6,6,393.3,806.8,413.5,16.9
65,6,7,7,393.3,815.6,422.3,16.8
65,7,8,8,394.1,802.5,408.4,16.8
65,10,11,11,394.4,825.9,431.5,16.8
65,11,12,12,393.1,812.1,419,16.7
65,12,13,13,392.4,812.5,420.1,16.7
65,15,16,16,393.2,818.7,425.5,16.7
65,16,17,17,394,807.6,413.6,16.7
65,17,18,18,394.5,805,410.5,16.7
65,20,21,21,393.4,808.3,414.9,16.6
65,21,22,22,393.3,807.9,414.6,16.5
65,22,23,23,393.3,829.1,435.8,16.5
65,25,26,26,394.2,812.6,418.4,16.5
65,26,27,27,394.2,800.5,406.3,16.4
65,27,28,28,394.3,812.7,418.4,16.4
66,0,1,1,393.3,620,226.7,16.8
66,1,2,2,392.9,799.6,406.7,16.5
66,2,3,3,393.7,787.3,393.6,16.5
66,3,4,4,393.6,797.6,404,16.5
66,5,6,6,393.3,800.3,407,16.4
66,6,7,7,393.3,805,411.7,16.3
66,7,8,8,394.1,819.3,425.2,16.3
66,10,11,11,394.4,806.5,412.1,16.2
66,11,12,12,393.1,806.9,413.8,16.2
66,12,13,13,392.4,801.1,408.7,16.2
66,15,16,16,393.2,815.2,422,16.2
66,16,17,17,394,800.7,406.7,16.2
66,17,18,18,394.5,796.7,402.2,16.2
66,20,21,21,393.4,810.7,417.3,16.2
66,21,22,22,393.3,797.4,404.1,16.2
66,22,23,23,393.3,803,409.7,16.1
66,25,26,26,394.2,810.3,416.1,16.1
66,26,27,27,394.2,793.2,399,16.1
66,27,28,28,394.3,798.6,404.3,16.1
67,0,1,1,393.3,599.1,205.8,16
67,1,2,2,392.9,801.1,408.2,15.7
67,2,3,3,393.7,808.6,414.9,15.7
67,3,4,4,393.6,810.5,416.9,15.7
67,5,6,6,393.3,803.5,410.2,15.7
67,6,7,7,393.3,808.3,415,15.6
67,7,8,8,394.1,808.4,414.3,15.6
67,10,11,11,394.4,812.8,418.4,15.6
67,11,12,12,393.1,807.2,414.1,15.6
67,12,13,13,392.4,805.4,413,15.6
67,15,16,16,393.2,806.7,413.5,15.7
67,16,17,17,394,809.8,415.8,15.6
67,17,18,18,394.5,793.5,399,15.7
67,20,21,21,393.4,796.3,402.9,15.5
67,21,22,22,393.3,797.3,404,15.4
67,22,23,23,393.3,804.3,411,15.5
67,25,26,26,394.2,799,404.8,15.6
67,26,27,27,394.2,809.7,415.5,15.6
67,27,28,28,394.3,805.1,410.8,15.5
68,0,1,1,393.3,611.7,218.4,15.9
68,1,2,2,392.9,790.4,397.5,15.8
68,2,3,3,393.7,815,421.3,15.8
68,3,4,4,393.6,820.7,427.1,15.7
68,5,6,6,393.3,831.9,438.6,15.6
68,6,7,7,393.3,815.8,422.5,15.5
68,7,8,8,394.1,823.3,429.2,15.6
68,10,11,11,394.4,826.4,432,15.6
