run,start_time_min,end_time_min,jar_ID,dry_jar_mass_g,wet_jar_mass_g,water_mass_g,water_temp_C
22,17,18,18,393,816.9,423.9,14.7
22,18,19,19,392.3,823.9,431.6,14.7
22,19,20,20,394.2,830.7,436.5,14.8
22,20,21,21,393.4,819,425.6,14.7
22,21,22,22,393.3,811.4,418.1,14.6
22,22,23,23,393.3,817.4,424.1,14.6
22,23,24,24,393.1,819.9,426.8,14.6
22,24,25,25,394.3,837.3,443,14.6
22,25,26,26,394.2,815.9,421.7,14.7
22,26,27,27,394.2,822.1,427.9,14.6
22,27,28,28,394.3,833.2,438.9,14.6
22,28,29,29,394.4,817,422.6,14.6
22,29,30,30,394,819.2,425.2,14.7
23,0,1,1,393.3,579.1,185.8,14.7
23,1,2,2,392.9,818.5,425.6,14.4
23,2,3,3,394.4,827.6,433.2,14.4
23,3,4,4,393.6,829.8,436.2,14.3
23,4,5,5,394.4,824.3,429.9,14.3
23,5,6,6,393.3,819.1,425.8,14.3
23,6,7,7,393.3,826.3,433,14.2
23,7,8,8,393,833,440,14.2
23,8,9,9,393.4,817,423.6,14.2
23,9,10,10,393.2,824.2,431,14.3
23,10,11,11,394.4,814.4,420,14.3
23,11,12,12,393.1,823.2,430.1,14.2
23,12,13,13,392.4,810.4,418,14.2
23,13,14,14,393.9,822.1,428.2,14.2
23,14,15,15,393.4,829.1,435.7,14.3
23,15,16,16,393.2,820.7,427.5,14.3
23,16,17,17,394,830.4,436.4,14.3
23,17,18,18,393,822,429,14.3
23,18,19,19,392.3,807.9,415.6,14.3
23,19,20,20,394.2,816.8,422.6,14.4
23,20,21,21,393.4,816,422.6,14.4
23,21,22,22,393.3,818.4,425.1,14.2
23,22,23,23,393.3,813.3,420,14.2
23,23,24,24,393.1,826,432.9,14.2
23,24,25,25,394.3,815.7,421.4,14.4
23,27,28,28,394.3,824,429.7,14.4
23,28,29,29,394.4,813.9,419.5,14.3
23,29,30,30,394,820.7,426.7,14.4
24,0,1,1,393.3,588.8,195.5,15
24,1,2,2,392.9,821,428.1,14.8
24,2,3,3,394.4,824,429.6,14.8
24,3,4,4,393.6,819,425.4,14.7
24,4,5,5,394.4,813.6,419.2,14.7
24,5,6,6,393.3,826.8,433.5,14.7
24,6,7,7,393.3,819.4,426.1,14.6
24,7,8,8,393,831.2,438.2,14.6
24,8,9,9,393.4,829.1,435.7,14.6
24,9,10,10,393.2,808.2,415,14.7
24,10,11,11,394.4,816.8,422.4,14.7
24,11,12,12,393.1,818.3,425.2,14.6
24,12,13,13,392.4,822.8,430.4,14.6
24,13,14,14,393.9,824.1,430.2,14.6
24,14,15,15,393.4,822.7,429.3,14.7
24,15,16,16,393.2,820.4,427.2,14.7
24,16,17,17,394,831.2,437.2,14.6
24,17,18,18,393,818.8,425.8,14.6
24,18,19,19,392.3,814.6,422.3,14.6
24,19,20,20,394.2,816.4,422.2,14.7
24,20,21,21,393.4,812.3,418.9,14.6
24,21,22,22,393.3,818.5,425.2,14.5
24,22,23,23,393.3,813.9,420.6,14.5
24,23,24,24,393.1,814.5,421.4,14.5
24,24,25,25,394.3,818.7,424.4,14.6
24,25,26,26,394.2,821.5,427.3,14.6
24,26,27,27,394.2,832.5,438.3,14.5
24,27,28,28,394.3,819,424.7,14.5
24,28,29,29,394.4,816.5,422.1,14.5
24,29,30,30,394,821.9,427.9,14.6
25,0,0.5,1,393.3,575.4,182.1,15.4
25,0.5,1,2,392.9,908.7,515.8,15
25,1,1.5,3,394.4,911.4,517,15
25,3.5,4,4,393.6,916.9,523.3,15
25,4,4.5,5,394.4,921.3,526.9,15.1
25,7,7.5,6,393.3,935.8,542.5,15
25,7.5,8,7,393.3,912.8,519.5,14.9
25,8,8.5,8,393,960.9,567.9,14.9
25,8.5,9,9,393.4,895.4,502,14.9
25,9,9.5,10,393.2,929.2,536,15
25,12,12.5,11,394.4,920.8,526.4,15
25,12.5,13,12,393.1,953.8,560.7,15
25,13,13.5,13,392.4,907,514.6,15
25,13.5,14,14,393.9,937.4,543.5,15
25,14,14.5,15,393.4,921,527.6,15.1
25,17,17.5,16,393.2,931.8,538.6,15.1
25,17.5,18,17,394,925.6,531.6,15
25,18,18.5,18,393,903.9,510.9,15
25,18.5,19,19,392.3,917.5,525.2,15
25,19,19.5,20,394.2,930.9,536.7,15.2
25,22,22.5,21,393.4,920.4,527,15
25,22.5,23,22,393.3,900.9,507.6,14.9
25,23,23.5,23,393.3,909.8,516.5,14.9
25,23.5,24,24,393.1,910,516.9,14.9
25,24,24.5,25,394.3,939.9,545.6,15.1
25,27,27.5,26,394.2,932.7,538.5,15
25,27.5,28,27,394.2,914.7,520.5,15
25,28,28.5,28,394.3,914.7,520.4,15
25,28.5,29,29,394.4,911.7,517.3,15
25,29,29.5,30,394,934.7,540.7,15.2
26,0,0.5,1,393.3,599.8,206.5,15.6
26,0.5,1,2,392.9,892.1,499.2,15.1
26,1,1.5,3,394.4,923.5,529.1,15.1
26,3.5,4,4,393.6,917.3,523.7,15
26,4,4.5,5,394.4,908.2,513.8,15.1
26,7,7.5,6,393.3,913.5,520.2,15.1
26,7.5,8,7,393.3,927.1,533.8,15
26,8,8.5,8,393,910,517,15
26,8.5,9,9,393.4,889.2,495.8,15
26,9,9.5,10,393.2,910.5,517.3,15.1
26,12,12.5,11,394.4,897.3,502.9,15.2
26,12.5,13,12,393.1,902.2,509.1,15.1
26,13,13.5,13,392.4,907.5,515.1,15.1
26,13.5,14,14,393.9,904.4,510.5,15.2
26,14,14.5,15,393.4,902.4,509,15.2
26,17,17.5,16,393.2,898.7,505.5,15.2
26,17.5,18,17,394,901.6,507.6,15.2
26,18,18.5,18,393,913.1,520.1,15.2
26,18.5,19,19,392.3,910.6,518.3,15.2
26,19,19.5,20,394.2,907.2,513,15.3
26,22,22.5,21,393.4,915.1,521.7,15.2
26,22.5,23,22,393.3,910.9,517.6,15.1
26,23,23.5,23,393.3,911.4,518.1,15.1
26,23.5,24,24,393.1,898.6,505.5,15.1
26,24,24.5,25,394.3,912.3,518,15.2
26,27,27.5,26,394.2,945.8,551.6,15.3
26,27.5,28,27,394.2,886.2,492,15.2
26,28,28.5,28,394.3,891.3,497,15.2
26,28.5,29,29,394.4,897.7,503.3,15.3
26,29,29.5,30,394,917.9,523.9,15.4
27,0,0.5,1,393.3,750.4,357.1,16.1
27,0.5,1,2,392.9,892.4,499.5,15.8
27,1,1.5,3,394.4,900.6,506.2,15.8
27,3.5,4,4,393.6,900.1,506.5,15.8
27,4,4.5,5,394.4,888.3,493.9,15.9
27,7,7.5,6,393.3,895.1,501.8,15.8
27,7.5,8,7,393.3,894.7,501.4,15.6
27,8,8.5,8,393,898.4,505.4,15.6
27,8.5,9,9,393.4,888.3,494.9,15.6
27,9,9.5,10,393.2,890.6,497.4,15.7
27,12,12.5,11,394.4,928.4,534,15.6
27,12.5,13,12,393.1,896.4,503.3,15.6
27,13,13.5,13,392.4,910.5,518.1,15.6
27,13.5,14,14,393.9,902.7,508.8,15.6
27,14,14.5,15,393.4,900.6,507.2,15.7
27,17,17.5,16,393.2,930.3,537.1,15.7
27,17.5,18,17,394,895.9,501.9,15.6
27,18,18.5,18,393,877.8,484.8,15.6
27,18.5,19,19,392.3,876.3,484,15.7
27,19,19.5,20,394.2,900.8,506.6,15.7
27,22,22.5,21,393.4,906.4,513,15.7
27,22.5,23,22,393.3,890.7,497.4,15.6
27,23,23.5,23,393.3,915.2,521.9,15.5
27,23.5,24,24,393.1,891.3,498.2,15.6
27,24,24.5,25,394.3,916.8,522.5,15.7
27,27,27.5,26,394.2,902.7,508.5,15.7
27,27.5,28,27,394.2,908.9,514.7,15.6
27,28,28.5,28,394.3,883.4,489.1,15.6
27,28.5,29,29,394.4,887.5,493.1,15.6
27,29,29.5,30,394,895.6,501.6,15.7
28,0,0.5,1,393.3,634.6,241.3,16.2
28,0.5,1,2,392.9,873.7,480.8,15.8
28,1,1.5,3,394.4,911.9,517.5,15.7
28,3.5,4,4,393.6,928.7,535.1,15.5
28,4,4.5,5,394.4,918,523.6,15.6
28,7,7.5,6,393.3,943.3,550,15.6
28,7.5,8,7,393.3,895.8,502.5,15.4
28,8,8.5,8,393,931.8,538.8,15.4
28,8.5,9,9,393.4,906.1,512.7,15.4
28,9,9.5,10,393.2,914.8,521.6,15.7
28,12,12.5,11,394.4,912,517.6,15.6
28,12.5,13,12,393.1,920.1,527,15.5
28,13,13.5,13,392.4,907.7,515.3,15.5
28,13.5,14,14,393.9,927.9,534,15.5
28,14,14.5,15,393.4,910.4,517,15.6
28,17,17.5,16,393.2,932,538.8,15.7
28,17.5,18,17,394,921.1,527.1,15.6
28,18,18.5,18,393,889.8,496.8,15.6
28,18.5,19,19,392.3,920.8,528.5,15.7
28,19,19.5,20,394.2,919.4,525.2,15.8
28,22,22.5,21,393.4,939.6,546.2,15.7
28,22.5,23,22,393.3,907.5,514.2,15.7
28,23,23.5,23,393.3,915.3,522,15.6
28,23.5,24,24,393.1,906.1,513,15.7
28,24,24.5,25,394.3,912.5,518.2,15.9
28,27,27.5,26,394.2,922.4,528.2,15.8
28,27.5,28,27,394.2,917.9,523.7,15.8
28,28,28.5,28,394.3,939.8,545.5,15.8
28,28.5,29,29,394.4,910.3,515.9,15.8
28,29,29.5,30,394,919.2,525.2,15.9
29,0,0.5,1,393.3,602.5,209.2,15
29,0.5,1,2,392.9,926.8,533.9,14.8
29,1,1.5,3,394.4,933.3,538.9,14.8
29,3.5,4,4,393.6,919.3,525.7,14.8
29,4,4.5,5,394.4,925.1,530.7,14.8
29,7,7.5,6,393.3,916.4,523.1,14.8
29,7.5,8,7,393.3,903.8,510.5,14.7
29,8,8.5,8,393,909.7,516.7,14.7
29,8.5,9,9,393.4,904.4,511,14.8
29,9,9.5,10,393.2,902.8,509.6,14.8
29,12,12.5,11,394.4,915.4,521,14.8
29,12.5,13,12,393.1,909.9,516.8,14.8
29,13,13.5,13,392.4,929.9,537.5,14.8
29,13.5,14,14,393.9,888.9,495,14.8
29,14,14.5,15,393.4,897.4,504,14.8
29,17,17.5,16,393.2,910.1,516.9,14.8
29,17.5,18,17,394,901,507,14.8
29,18,18.5,18,393,914.4,521.4,14.8
29,18.5,19,19,392.3,898.8,506.5,14.8
29,19,19.5,20,394.2,902.9,508.7,14.9
29,22,22.5,21,393.4,926,532.6,14.8
29,22.5,23,22,393.3,861.9,468.6,14.8
29,23,23.5,23,393.3,913,519.7,14.8
29,23.5,24,24,393.1,904.4,511.3,14.7
29,24,24.5,25,394.3,923.8,529.5,14.8
29,27,27.5,26,394.2,934,539.8,14.8
29,27.5,28,27,394.2,887.5,493.3,14.8
29,28,28.5,28,394.3,927.6,533.3,14.8
29,28.5,29,29,394.4,893.4,499,14.7
29,29,29.5,30,394,928.2,534.2,14.8
30,0,0.5,1,393.3,581.8,188.5,15.2
30,0.5,1,2,392.9,908.6,515.7,14.8
30,1,1.5,3,394.4,916.8,522.4,14.9
30,3.5,4,4,393.6,911.5,517.9,14.9
30,4,4.5,5,394.4,921,526.6,14.9
30,7,7.5,6,393.3,928.3,535,14.9
30,7.5,8,7,393.3,913.4,520.1,14.9
30,8,8.5,8,393,900.5,507.5,14.9
30,8.5,9,9,393.4,906,512.6,14.9
30,9,9.5,10,393.2,915.7,522.5,14.9
30,12,12.5,11,394.4,917.1,522.7,15
30,12.5,13,12,393.1,914.5,521.4,14.9
30,13,13.5,13,392.4,907.6,515.2,14.9
30,13.5,14,14,393.9,908,514.1,14.9
30,14,14.5,15,393.4,898.6,505.2,15
30,17,17.5,16,393.2,909.4,516.2,15.1
30,17.5,18,17,394,911.5,517.5,15
30,18,18.5,18,393,884,491,15
30,18.5,19,19,392.3,903.3,511,15
30,19,19.5,20,394.2,876.8,482.6,15.1
30,22,22.5,21,393.4,921.5,528.1,15
30,22.5,23,22,393.3,913.3,520,15
30,23,23.5,23,393.3,909.8,516.5,15
30,23.5,24,24,393.1,899.2,506.1,15
30,24,24.5,25,394.3,905,510.7,15
30,27,27.5,26,394.2,905.8,511.6,15
30,27.5,28,27,394.2,911.3,517.1,15
30,28,28.5,28,394.3,932.8,538.5,15
30,28.5,29,29,394.4,888.8,494.4,15
30,29,29.5,30,394,896.6,502.6,15
31,0,0.5,1,393.3,569.7,176.4,15.3
31,0.5,1,2,392.9,909.9,517,15.1
31,1,1.5,3,394.4,936.5,542.1,15.1
31,3.5,4,4,393.6,928.2,534.6,15.1
31,4,4.5,5,394.4,915.7,521.3,15.2
31,7,7.5,6,393.3,917.3,524,15.1
31,7.5,8,7,393.3,911.7,518.4,15.1
31,8,8.5,8,393,936.4,543.4,15.1
31,8.5,9,9,393.4,905.5,512.1,15.1
31,9,9.5,10,393.2,909.7,516.5,15.2
31,12,12.5,11,394.4,901,506.6,15.2
31,12.5,13,12,393.1,899.5,506.4,15.1
31,13,13.5,13,392.4,903.6,511.2,15.1
31,13.5,14,14,393.9,925.1,531.2,15.1
31,14,14.5,15,393.4,911.9,518.5,15.2
31,17,17.5,16,393.2,900.6,507.4,15.3
31,17.5,18,17,394,903.5,509.5,15.2
31,18,18.5,18,393,910.3,517.3,15.2
31,18.5,19,19,392.3,903.9,511.6,15.2
31,19,19.5,20,394.2,922,527.8,15.3
31,22,22.5,21,393.4,939.4,546,15.2
31,22.5,23,22,393.3,899.3,506,15.2
31,23,23.5,23,393.3,914.8,521.5,15.2
31,23.5,24,24,393.1,911.2,518.1,15.2
31,24,24.5,25,394.3,915.9,521.6,15.2
31,27,27.5,26,394.2,921.4,527.2,15.3
31,27.5,28,27,394.2,908.7,514.5,15.2
31,28,28.5,28,394.3,893.9,499.6,15.2
31,28.5,29,29,394.4,896.1,501.7,15.2
31,29,29.5,30,394,895.3,501.3,15.3
32,0,0.5,1,393.3,604.7,211.4,15.6
32,0.5,1,2,392.9,880.5,487.6,15.4
32,1,1.5,3,394.4,913,518.6,15.4
32,3.5,4,4,393.6,924.6,531,25.4
32,4,4.5,5,394.4,938,543.6,15.5
32,7,7.5,6,393.3,919.8,526.5,15.5
32,7.5,8,7,393.3,909.7,516.4,15.4
32,8,8.5,8,393,917.9,524.9,15.4
32,8.5,9,9,393.4,915.7,522.3,15.4
32,9,9.5,10,393.2,915.3,522.1,15.5
32,13,13.5,13,392.4,930.6,538.2,15.5
32,13.5,14,14,393.9,908,514.1,15.5
32,14,14.5,15,393.4,944.6,551.2,15.5
32,17,17.5,16,393.2,903.9,510.7,15.6
32,17.5,18,17,394,903.7,509.7,15.5
32,18,18.5,18,393,930.6,537.6,15.5
32,18.5,19,19,392.3,899.8,507.5,15.5
32,19,19.5,20,394.2,935.3,541.1,15.6
32,22,22.5,21,393.4,946.1,552.7,15.6
32,22.5,23,22,393.3,906,512.7,15.5
32,23,23.5,23,393.3,908.5,515.2,15.5
32,23.5,24,24,393.1,894.4,501.3,15.5
32,24,24.5,25,394.3,923.3,529,15.6
32,27,27.5,26,394.2,932.2,538,15.7
32,27.5,28,27,394.2,909.5,515.3,15.6
32,28,28.5,28,394.3,939.8,545.5,15.6
32,28.5,29,29,394.4,924.2,529.8,15.6
32,29,29.5,30,394,915,521,15.7
33,0,0.5,1,393.3,543.2,149.9,16
33,0.5,1,2,392.9,933.6,540.7,15.9
33,1,1.5,3,394.4,924.1,529.7,15.9
33,3.5,4,4,393.6,950,556.4,15.9
33,4,4.5,5,394.4,925,530.6,15.9
33,7,7.5,6,393.3,921.6,528.3,15.8
33,7.5,8,7,393.3,929.4,536.1,15.8
33,8,8.5,8,393,921.1,528.1,15.8
33,8.5,9,9,393.4,918.8,525.4,15.8
33,9,9.5,10,393.2,928.7,535.5,15.9
33,12,12.5,11,394.4,939,544.6,15.8
33,12.5,13,12,393.1,911.7,518.6,15.8
33,13,13.5,13,392.4,919.2,526.8,15.8
33,13.5,14,14,393.9,913.8,519.9,15.8
33,14,14.5,15,393.4,917.3,523.9,15.9
33,17,17.5,16,393.2,932.9,539.7,15.9
33,17.5,18,17,394,926.8,532.8,15.8
33,18,18.5,18,393,920.2,527.2,15.8
33,18.5,19,19,392.3,927,534.7,15.8
33,19,19.5,20,394.2,940.8,546.6,15.9
33,22,22.5,21,393.4,925,531.6,15.7
33,22.5,23,22,393.3,937.6,544.3,15.7
33,23,23.5,23,393.3,919.2,525.9,15.7
33,23.5,24,24,393.1,915,521.9,15.7
33,24,24.5,25,394.3,926.6,532.3,15.7
33,27,27.5,26,394.2,953.9,559.7,15.8
33,27.5,28,27,394.2,937,542.8,15.7
33,28,28.5,28,394.3,916.5,522.2,15.7
33,28.5,29,29,394.4,918.6,524.2,15.7
33,29,29.5,30,394,928.6,534.6,15.8
34,0,0.5,1,393.3,525,131.7,16.2
34,0.5,1,2,392.9,920.8,527.9,15.8
34,1,1.5,3,394.4,936.9,542.5,15.7
34,3.5,4,4,393.6,946.6,553,15.7
34,4,4.5,5,394.4,933.4,539,15.7
34,7,7.5,6,393.3,942.3,549,15.7
34,7.5,8,7,393.3,940.2,546.9,15.6
34,8,8.5,8,393,908.1,515.1,15.6
34,8.5,9,9,393.4,912.3,518.9,15.6
34,9,9.5,10,393.2,940.3,547.1,15.7
34,12,12.5,11,394.4,915.7,521.3,15.7
34,12.5,13,12,393.1,905.6,512.5,15.7
34,13,13.5,13,392.4,948.6,556.2,15.7
34,13.5,14,14,393.9,946.2,552.3,15.7
34,14,14.5,15,393.4,931,537.6,15.7
34,17,17.5,16,393.2,935.1,541.9,15.8
34,17.5,18,17,394,922.9,528.9,15.7
34,18,18.5,18,393,934.6,541.6,15.8
34,18.5,19,19,392.3,918.4,526.1,15.7
34,19,19.5,20,394.2,927.1,532.9,15.7
34,22,22.5,21,393.4,938.5,545.1,15.7
34,22.5,23,22,393.3,937.3,544,15.7
34,23,23.5,23,393.3,928.6,535.3,15.7
34,23.5,24,24,393.1,958.6,565.5,15.7
34,24,24.5,25,394.3,928.7,534.4,15.7
34,27,27.5,26,394.2,939.6,545.4,15.7
34,27.5,28,27,394.2,931.9,537.7,15.7
34,28,28.5,28,394.3,951.3,557,15.7
34,28.5,29,29,394.4,903.7,509.3,15.7
34,29,29.5,30,394,939.1,545.1,15.8
35,0,0.5,1,393.3,578.7,185.4,16.3
35,0.5,1,2,392.9,902.9,510,16.2
35,1,1.5,3,394.4,934,539.6,16.2
35,3.5,4,4,393.6,939.1,545.5,16.2
35,4,4.5,5,394.4,921.7,527.3,16.1
35,7,7.5,6,393.3,944.8,551.5,16
35,7.5,8,7,393.3,898.9,505.6,16.1
35,8,8.5,8,393,941.1,548.1,16.1
35,8.5,9,9,393.4,913.7,520.3,16
35,9,9.5,10,393.2,923.3,530.1,16.1
35,12,12.5,11,394.4,924.4,530,16.1
35,12.5,13,12,393.1,908.9,515.8,16.1
35,13,13.5,13,392.4,922.2,529.8,16.2
35,13.5,14,14,393.9,929.8,535.9,16.1
35,14,14.5,15,393.4,931.7,538.3,16.1
35,17,17.5,16,393.2,908.1,514.9,16.2
35,17.5,18,17,394,931.1,537.1,16.2
35,18,18.5,18,393,925.9,532.9,16.2
35,18.5,19,19,392.3,897.6,505.3,16.1
35,19,19.5,20,394.2,928.3,534.1,16.2
35,22,22.5,21,393.4,923,529.6,16.2
35,22.5,23,22,393.3,914.1,520.8,16.2
35,23,23.5,23,393.3,919.6,526.3,16.2
35,23.5,24,24,393.1,913.1,520,16.2
35,24,24.5,25,394.3,926.1,531.8,16.2
35,27,27.5,26,394.2,918.7,524.5,16.2
35,27.5,28,27,394.2,922.9,528.7,16.2
35,28,28.5,28,394.3,916,521.7,16.2
35,28.5,29,29,394.4,906.4,512,16.2
35,29,29.5,30,394,920.8,526.8,16.2
36,0,0.5,1,393.3,494.4,101.1,17
36,0.5,1,2,392.9,878.1,485.2,16.6
36,1,1.5,3,394.4,919.9,525.5,16.6
36,3.5,4,4,393.6,927,533.4,16.4
36,4,4.5,5,394.4,915.7,521.3,16.5
36,7,7.5,6,393.3,926.9,533.6,16.5
36,7.5,8,7,393.3,928.6,535.3,16.4
36,8,8.5,8,393,932.9,539.9,16.4
36,8.5,9,9,393.4,919.3,525.9,16.4
36,9,9.5,10,393.2,941.9,548.7,16.4
36,12,12.5,11,394.4,924.3,529.9,16.6
36,12.5,13,12,393.1,930.3,537.2,16.5
36,13,13.5,13,392.4,878.6,486.2,16.5
36,13.5,14,14,393.9,896.3,502.4,16.5
36,14,14.5,15,393.4,905.8,512.4,16.5
36,17,17.5,16,393.2,901.6,508.4,16.5
36,17.5,18,17,394,906.2,512.2,16.5
36,18,18.5,18,393,919.2,526.2,16.5
36,18.5,19,19,392.3,897.3,505,16.5
36,19,19.5,20,394.2,902.2,508,16.5
36,22,22.5,21,393.4,905.7,512.3,16.5
36,22.5,23,22,393.3,920.9,527.6,16.5
36,23,23.5,23,393.3,917.7,524.4,16.4
36,23.5,24,24,393.1,929.5,536.4,16.4
36,24,24.5,25,394.3,929.5,535.2,16.4
36,27,27.5,26,394.2,926.7,532.5,16.4
36,27.5,28,27,394.2,917,522.8,16.4
36,28,28.5,28,394.3,924.9,530.6,16.4
36,28.5,29,29,394.4,920.9,526.5,16.4
36,29,29.5,30,394,921.5,527.5,16.4
37,0,0.5,1,393.3,601.7,208.4,16.2
37,0.5,1,2,392.9,914.3,521.4,16.1
37,1,1.5,3,394.4,919.8,525.4,16
37,3.5,4,4,393.6,906.5,512.9,16
37,4,4.5,5,394.4,933.1,538.7,16.1
37,7,7.5,6,393.3,922.6,529.3,16
37,7.5,8,7,393.3,918.3,525,16
37,8,8.5,8,393,912.6,519.6,16
37,8.5,9,9,393.4,895.6,502.2,16
37,12,12.5,11,394.4,927.8,533.4,16
37,12.5,13,12,393.1,920.2,527.1,16
37,13,13.5,13,392.4,902.1,509.7,16
37,13.5,14,14,393.9,913.4,519.5,16
37,14,14.5,15,393.4,932.2,538.8,16.1
37,17,17.5,16,393.2,888,494.8,16.2
37,17.5,18,17,394,926.7,532.7,16.1
37,18,18.5,18,393,903.4,510.4,16.1
37,18.5,19,19,392.3,903.3,511,16.1
37,19,19.5,20,394.2,920.6,526.4,16.1
37,22,22.5,21,393.4,908.8,515.4,16.1
37,22.5,23,22,393.3,904.8,511.5,16.1
37,23,23.5,23,393.3,906.1,512.8,16.1
37,23.5,24,24,393.1,912.6,519.5,16.1
37,24,24.5,25,394.3,903.3,509,16.1
37,27,27.5,26,394.2,917.5,523.3,16.1
37,27.5,28,27,394.2,915.2,521,16.1
37,28,28.5,28,394.3,917.8,523.5,16.1
37,28.5,29,29,394.4,901.1,506.7,16.1
37,29,29.5,30,394,900.9,506.9,16.2
38,0,0.5,1,393.3,570.2,176.9,16.4
38,0.5,1,2,392.9,902.1,509.2,16.2
38,1,1.5,3,394.4,894.3,499.9,16.2
38,3.5,4,4,393.6,898.3,504.7,16.3
38,4,4.5,5,394.4,919,524.6,16.3
38,7,7.5,6,393.3,928.6,535.3,16.3
38,7.5,8,7,393.3,926.9,533.6,16.2
38,8,8.5,8,393,929.3,536.3,16.2
38,8.5,9,9,393.4,923.4,530,16.2
38,9,9.5,10,393.2,924.4,531.2,16.3
38,12,12.5,11,394.4,926.8,532.4,16.3
38,12.5,13,12,393.1,932.7,539.6,16.3
38,13,13.5,13,392.4,913.3,520.9,16.3
38,13.5,14,14,393.9,918.3,524.4,16.3
38,14,14.5,15,393.4,917.3,523.9,16.3
38,17,17.5,16,393.2,929.5,536.3,16.4
38,17.5,18,17,394,944.5,550.5,16.3
38,18,18.5,18,393,912.3,519.3,16.3
38,18.5,19,19,392.3,941,548.7,16.4
38,19,19.5,20,394.2,929.5,535.3,16.4
38,22,22.5,21,393.4,941.4,548,16.3
38,22.5,23,22,393.3,936,542.7,16.3
38,23,23.5,23,393.3,898.7,505.4,16.3
38,23.5,24,24,393.1,919.3,526.2,16.3
38,24,24.5,25,394.3,934.3,540,16.3
38,27,27.5,26,394.2,955.1,560.9,16.3
38,27.5,28,27,394.2,941.3,547.1,16.3
38,28,28.5,28,394.3,891.1,496.8,16.3
38,28.5,29,29,394.4,936.5,542.1,16.3
38,29,29.5,30,394,907.8,513.8,16.3
39,0,0.5,1,393.3,568.7,175.4,16.7
39,0.5,1,2,392.9,903.6,510.7,16.6
39,1,1.5,3,394.4,918.7,524.3,16.5
39,3.5,4,4,393.6,900.7,507.1,16.5
39,4,4.5,5,394.4,940.7,546.3,16.6
39,7,7.5,6,393.3,924.6,531.3,16.6
39,7.5,8,7,393.3,935.7,542.4,16.5
39,8,8.5,8,393,914.3,521.3,16.5
39,8.5,9,9,393.4,913.2,519.8,16.5
39,9,9.5,10,393.2,930.2,537,16.6
39,12,12.5,11,394.4,942.3,547.9,16.7
39,12.5,13,12,393.1,913,519.9,16.6
39,13,13.5,13,392.4,915.5,523.1,16.5
39,13.5,14,14,393.9,932.1,538.2,16.6
39,14,14.5,15,393.4,921.7,528.3,16.6
39,17,17.5,16,393.2,916.4,523.2,16.6
39,17.5,18,17,394,931.1,537.1,16.6
39,18,18.5,18,393,934.2,541.2,16.6
39,18.5,19,19,392.3,910.5,518.2,16.6
39,19,19.5,20,394.2,931,536.8,16.6
39,22,22.5,21,393.4,927.7,534.3,16.6
39,22.5,23,22,393.3,932.4,539.1,16.5
39,23,23.5,23,393.3,908.1,514.8,16.5
39,23.5,24,24,393.1,931.3,538.2,16.6
39,24,24.5,25,394.3,919.7,525.4,16.6
39,27,27.5,26,394.2,932.2,538,16.6
39,27.5,28,27,394.2,928.4,534.2,16.5
39,28,28.5,28,394.3,941.4,547.1,16.5
39,28.5,29,29,394.4,896.8,502.4,16.6
39,29,29.5,30,394,935.5,541.5,16.6
40,0,0.5,1,393.3,555.7,162.4,17
40,0.5,1,2,392.9,891.5,498.6,16.9
40,1,1.5,3,394.4,895.5,501.1,16.8
40,3.5,4,4,393.6,888.2,494.6,16.9
40,4,4.5,5,394.4,909,514.6,16.9
40,7,7.5,6,393.3,929.4,536.1,16.8
40,7.5,8,7,393.3,914.7,521.4,16.8
40,8,8.5,8,393,922.2,529.2,16.7
40,8.5,9,9,393.4,934.5,541.1,16.8
40,9,9.5,10,393.2,931.5,538.3,16.8
40,12,12.5,11,394.4,917.9,523.5,16.8
40,12.5,13,12,393.1,951.5,558.4,16.8
40,13,13.5,13,392.4,901.6,509.2,16.8
40,13.5,14,14,393.9,920.6,526.7,16.8
40,14,14.5,15,393.4,923.3,529.9,16.9
40,17,17.5,16,393.2,939.7,546.5,17.1
40,17.5,18,17,394,919.7,525.7,16.9
40,18,18.5,18,393,907.4,514.4,16.9
40,18.5,19,19,392.3,915.4,523.1,16.9
40,19,19.5,20,394.2,915.7,521.5,17
40,22,22.5,21,393.4,935.6,542.2,16.9
40,22.5,23,22,393.3,902.5,509.2,16.9
40,23,23.5,23,393.3,932.9,539.6,16.9
40,23.5,24,24,393.1,927.4,534.3,16.9
40,24,24.5,25,394.3,910.9,516.6,17
40,27,27.5,26,394.2,941.7,547.5,17
40,27.5,28,27,394.2,919.4,525.2,16.9
40,28,28.5,28,394.3,922.9,528.6,16.9
40,28.5,29,29,394.4,921.3,526.9,16.9
40,29,29.5,30,394,917.3,523.3,16.9
41,0,0.5,1,393.3,646.3,253,17.6
41,0.5,1,2,392.9,910,517.1,17.4
41,1,1.5,3,394.4,906.9,512.5,17.3
41,3.5,4,4,393.6,917.8,524.2,17.4
41,4,4.5,5,394.4,922.1,527.7,17.5
41,7,7.5,6,393.3,919,525.7,17.3
41,7.5,8,7,393.3,911.3,518,17.3
41,8,8.5,8,393,907.6,514.6,17.2
41,8.5,9,9,393.4,918.5,525.1,17.2
41,12,12.5,11,394.4,915.4,521,17.3
41,12.5,13,12,393.1,909.9,516.8,17.3
41,13,13.5,13,392.4,909.5,517.1,17.3
41,13.5,14,14,393.9,922.1,528.2,17.3
