"","condition","size_class","Q25_count_time","Q50_count_time","Q75_count_time","Q25_vol_time","Q50_vol_time","Q75_vol_time","Q25_count_v","Q50_count_v","Q75_count_v","Q25_vol_v","Q50_vol_v","Q75_vol_v","slope","surface","rainfall"
"42",9,"125–250 µm",1.91130999549403,3.82261999098805,8.53670102578182,1.74183067318224,3.48366134636448,6.38324652755225,0.00959202503861475,0.00479601251930737,0.00214758995049312,0.0105253246573269,0.00526266232866345,0.00287210172037074,5,"sand","high"
"43",9,"250–500 µm",1.44703565355155,2.89407130710309,4.34110696065464,1.37434461483782,2.74868922967565,4.12303384451347,0.0126695795562029,0.00633478977810143,0.00422319318540096,0.0133396916140256,0.00666984580701279,0.00444656387134186,5,"sand","high"
"44",9,"500–1000 µm",1.31076427154507,2.62152854309015,3.93229281463522,1.33563286943618,2.67126573887236,4.00689860830853,0.0139867508836831,0.00699337544184157,0.00466225029456104,0.0137263268618663,0.00686316343093314,0.00457544228728876,5,"sand","high"
"45",9,">1000 µm",1.29561581348201,2.59123162696401,3.88684744044602,1.34683817727533,2.69367635455066,4.04051453182599,0.0141502852485738,0.00707514262428688,0.00471676174952459,0.0136121277542205,0.00680606387711027,0.00453737591807352,5,"sand","high"
"46",10,"<125 µm",1.75009849998593,3.50019699997186,6.52094912355708,1.70313695527355,3.40627391054711,5.73634405429062,0.0104756008495983,0.00523780042479916,0.00281145167458887,0.0107644504316382,0.00538222521581909,0.00319599611875103,5,"concrete","high"
"47",10,"125–250 µm",1.51191840905126,3.02383681810252,4.53575522715379,1.4610880221904,2.92217604438081,4.38326406657121,0.0121258747982556,0.00606293739912778,0.00404195826608519,0.0125477268000929,0.00627386340004647,0.00418257560003098,5,"concrete","high"
"48",10,"250–500 µm",1.34097528764744,2.68195057529488,4.02292586294233,1.31767572610762,2.63535145221525,3.95302717832287,0.0136716414554489,0.00683582072772447,0.00455721381848298,0.0139133877706691,0.00695669388533455,0.00463779592355637,5,"concrete","high"
"49",10,"500–1000 µm",1.28291330826797,2.56582661653593,3.8487399248039,1.29735462177818,2.59470924355635,3.89206386533453,0.0142903914202003,0.00714519571010015,0.00476346380673343,0.0141313200150359,0.00706566000751797,0.00471044000501198,5,"concrete","high"
"50",10,">1000 µm",1.30273224043716,2.60546448087432,3.90819672131148,1.37475075183769,2.74950150367538,4.12425225551308,0.0140729865771812,0.0070364932885906,0.00469099552572707,0.0133357507234139,0.00666787536170696,0.00444525024113797,5,"concrete","high"
"51",11,"<125 µm",2.18850379357735,4.37700758715469,9.48684333193493,2.08162578563562,4.16325157127125,9.06910794926098,0.00837710831808315,0.00418855415904158,0.00193250090592506,0.00880721859800332,0.00440360929900166,0.00202151451233164,10,"concrete","high"
"52",11,"125–250 µm",1.64739666934189,3.29479333868379,4.94219000802568,1.55906883601126,3.11813767202252,4.67720650803378,0.0111286696607546,0.00556433483037731,0.00370955655358487,0.0117591557921442,0.00587957789607211,0.0039197185973814,10,"concrete","high"
"53",11,"250–500 µm",1.38696066127148,2.77392132254295,4.16088198381443,1.35251112088022,2.70502224176044,4.05753336264066,0.0132183513528974,0.00660917567644872,0.00440611711763248,0.0135550333378419,0.00677751666892097,0.00451834444594731,10,"concrete","high"
"54",11,"500–1000 µm",1.30998893575825,2.61997787151649,3.92996680727474,1.33631645061922,2.67263290123844,4.00894935185766,0.013995029143297,0.00699751457164852,0.00466500971443235,0.0137193052774573,0.00685965263872867,0.00457310175915245,10,"concrete","high"
"55",11,">1000 µm",1.31540247678019,2.63080495356037,3.94620743034056,1.42045130469471,2.84090260938942,4.26135391408413,0.0139374325782093,0.00696871628910464,0.00464581085940309,0.0129066961132283,0.00645334805661417,0.00430223203774278,10,"concrete","high"
"56",12,"<125 µm",2.26241749280053,4.52483498560106,9.56179531656548,2.15320950215891,4.30641900431782,9.31201917906364,0.00810342626490191,0.00405171313245095,0.00191735262326432,0.00851442152514721,0.00425721076257361,0.00196878174118804,15,"concrete","high"
"57",12,"125–250 µm",1.69660599369935,3.39321198739869,5.48405938007894,1.60071566525784,3.20143133051568,4.80214699577352,0.0108058874019174,0.00540294370095871,0.00334302239686351,0.0114532104178416,0.00572660520892079,0.0038177368059472,15,"concrete","high"
"58",12,"250–500 µm",1.41219897482188,2.82439794964377,4.23659692446565,1.37335969829357,2.74671939658715,4.12007909488072,0.0129821177186775,0.00649105885933874,0.00432737257289249,0.0133492582868952,0.00667462914344759,0.00444975276229839,15,"concrete","high"
"59",12,"500–1000 µm",1.33062964388266,2.66125928776531,3.99188893164797,1.36949042286741,2.73898084573483,4.10847126860224,0.0137779384501298,0.00688896922506489,0.00459264615004326,0.0133869744740145,0.00669348723700723,0.00446232482467149,15,"concrete","high"
"60",12,">1000 µm",1.34274640088594,2.68549280177187,4.02823920265781,1.48293468652564,2.96586937305127,4.44880405957691,0.0136536082474227,0.00682680412371134,0.00455120274914089,0.0123628730920621,0.00618143654603105,0.00412095769735404,15,"concrete","high"
"61",13,"<125 µm",2.85188262362136,6.16038417534774,11.3592309006034,2.68162347913315,5.65371062752371,10.7823535496876,0.0064285020643849,0.00297600487428991,0.00161395903417717,0.00683665454005485,0.00324270811528308,0.00170030905115928,15,"concrete","med"
"62",13,"125–250 µm",2.02199672240711,4.04399344481422,7.79245910878741,1.92613322885924,3.85226645771848,7.13282685840024,0.00906694512912376,0.00453347256456188,0.00235270189774357,0.009518206247961,0.0047591031239805,0.00257027595051496,15,"concrete","med"
"63",13,"250–500 µm",1.86809972276582,3.73619944553164,6.51547451076621,1.90982546302569,3.81965092605138,6.66218245970924,0.00981389436008795,0.00490694718004398,0.00281381399052966,0.00959948104592147,0.00479974052296074,0.00275185098039682,15,"concrete","med"
"64",13,"500–1000 µm",1.94684763200408,3.89369526400816,6.82669653993625,2.14953281532352,4.29906563064704,7.74682700285862,0.00941693280560484,0.00470846640280242,0.00268553512318632,0.0085289850904528,0.0042644925452264,0.00236656031257291,15,"concrete","med"
"65",13,">1000 µm",1.95743405275779,3.91486810551559,7.02083333333333,2.23687151559747,4.47374303119493,8.69143321032087,0.00936600306278714,0.00468300153139357,0.00261127596439169,0.00819597066952525,0.00409798533476263,0.00210935675275775,15,"concrete","med"
"66",14,"<125 µm",3.12404169057541,6.73397109176926,12.0392353875161,3.01235894960862,6.45113358665383,11.4502753484443,0.00586846628476221,0.00272251440992101,0.00152279881098959,0.0060860387623179,0.00284187780133115,0.00160112597954461,10,"concrete","med"
"67",14,"125–250 µm",2.39010417365856,4.78020834731713,8.73032949537368,2.25813279145054,4.51626558290108,8.19755501736086,0.00767051642994718,0.00383525821497359,0.00209995892400721,0.00811880213721032,0.00405940106860516,0.00223643919369944,10,"concrete","med"
