"","run","mean_mL_min","slope","rainfall","slope_rad","projected_area","avg_mm_min","q","Re","S","y","depth_mm","V"
"44",44,1039.34456521577,10,"high",0.174532925199433,7090.6158216879,1.46580295894294,2.88706823671048e-05,28.8706823671048,0.176326980708465,0.000368578649987533,0.368578649987533,0.0783297740335239
"45",45,991.109127759256,15,"high",0.261799387799149,6954.66594928129,1.42509954466135,2.75308091044238e-05,27.5308091044238,0.267949192431123,0.000315553443145675,0.315553443145675,0.0872461058576191
"46",46,1038.10560960692,15,"high",0.261799387799149,6954.66594928129,1.4926750144113,2.88362669335257e-05,28.8362669335257,0.267949192431123,0.000320464266707,0.320464266707,0.0899827841332793
"47",47,1033.08438684213,15,"high",0.261799387799149,6954.66594928129,1.48545508062668,2.86967885233924e-05,28.6967885233924,0.267949192431123,0.000319946745867851,0.319946745867851,0.0896923906681807
"48",48,1052.17658794641,15,"high",0.261799387799149,6954.66594928129,1.51290744317511,2.92271274429559e-05,29.2271274429559,0.267949192431123,0.000321905682130775,0.321905682130775,0.0907940712617875
"49",49,731.482160177308,15,"med",0.261799387799149,6954.66594928129,1.05178619003678,2.03189488938141e-05,20.3189488938141,0.267949192431123,0.000285167707497741,0.285167707497741,0.0712526291006323
"50",50,741.624973501864,15,"med",0.261799387799149,6954.66594928129,1.06637037481075,2.06006937083851e-05,20.6006937083851,0.267949192431123,0.000286479717655217,0.286479717655217,0.0719097808284578
"51",51,749.590186385681,15,"med",0.261799387799149,6954.66594928129,1.07782342365868,2.08219496218245e-05,20.8219496218245,0.267949192431123,0.000287501685698779,0.287501685698779,0.0724237479554817
"52",52,745.02998063105,15,"med",0.261799387799149,6954.66594928129,1.07126637866488,2.06952772397514e-05,20.6952772397514,0.267949192431123,0.000286917484466397,0.286917484466396,0.0721297179857828
"53",53,761.154927377558,10,"med",0.174532925199433,7090.6158216879,1.07346801253769,2.11431924271544e-05,21.1431924271544,0.176326980708465,0.000332226812590818,0.332226812590818,0.0636408370000982
"54",54,748.607586162537,10,"med",0.174532925199433,7090.6158216879,1.05577231229027,2.07946551711816e-05,20.7946551711816,0.176326980708465,0.000330391145568938,0.330391145568938,0.0629395050384081
"55",55,733.724743116332,10,"med",0.174532925199433,7090.6158216879,1.03478281938799,2.03812428643426e-05,20.3812428643426,0.176326980708465,0.000328187004653446,0.328187004653446,0.0621025286661318
"56",56,727.59349227314,10,"med",0.174532925199433,7090.6158216879,1.02613582595699,2.02109303409206e-05,20.2109303409206,0.176326980708465,0.000327270299445527,0.327270299445527,0.0617560786150244
"57",57,721.915588100986,5,"med",0.0872664625997165,7172.60182626057,1.00649053939936,2.0053210780583e-05,20.053210780583,0.087488663525924,0.000412314044173115,0.412314044173115,0.0486357694189126
"58",58,724.129600904757,5,"med",0.0872664625997165,7172.60182626057,1.00957730325075,2.01147111362433e-05,20.1147111362433,0.087488663525924,0.000412735116923599,0.412735116923599,0.0487351580019944
"59",59,750.9503668052,5,"med",0.0872664625997165,7172.60182626057,1.04697066001321,2.08597324112556e-05,20.8597324112556,0.087488663525924,0.000417769181570127,0.417769181570127,0.0499312379454539
"60",60,738.334082200234,5,"med",0.0872664625997165,7172.60182626057,1.02938110895411,2.05092800611176e-05,20.5092800611176,0.087488663525924,0.000415416389524072,0.415416389524072,0.049370416233732
"61",61,408.38042216593,5,"low",0.0872664625997165,7172.60182626057,0.569361623659011,1.13439006157203e-05,11.3439006157203,0.087488663525924,0.000340999932222425,0.340999932222425,0.0332665773326928
"62",62,420.125537733217,5,"low",0.0872664625997165,7172.60182626057,0.585736595882179,1.16701538259227e-05,11.6701538259227,0.087488663525924,0.000344238162762121,0.344238162762121,0.0339013946980281
"63",63,425.035719437636,5,"low",0.0872664625997165,7172.60182626057,0.592582342827788,1.18065477621566e-05,11.8065477621566,0.087488663525924,0.000345574056626693,0.345574056626693,0.0341650292773875
"64",64,430.960078190378,5,"low",0.0872664625997165,7172.60182626057,0.600842049551019,1.19711132830661e-05,11.9711132830661,0.087488663525924,0.000347172248228236,0.347172248228236,0.034481769047381
"65",65,417.895667110322,10,"low",0.174532925199433,7090.6158216879,0.589364418577177,1.16082129752867e-05,11.6082129752867,0.176326980708465,0.000272040113848808,0.272040113848808,0.0426709605839169
"66",66,410.381616019585,10,"low",0.174532925199433,7090.6158216879,0.578767241576339,1.13994893338774e-05,11.3994893338774,0.176326980708465,0.000270399753245761,0.270399753245761,0.0421579132267794
"67",67,410.551809505746,10,"low",0.174532925199433,7090.6158216879,0.579007267958307,1.14042169307152e-05,11.4042169307152,0.176326980708465,0.000270437128146331,0.270437128146331,0.042169568242658
"68",68,428.068212093962,10,"low",0.174532925199433,7090.6158216879,0.603710908698,1.18907836692767e-05,11.8907836692767,0.176326980708465,0.000274229802847056,0.274229802847056,0.0433606542608662
"69",69,425.07354958687,15,"low",0.261799387799149,6954.66594928129,0.611206278902293,1.18075985996353e-05,11.8075985996353,0.267949192431123,0.000237969039984002,0.237969039984002,0.0496182133626672
"70",70,421.824463148724,15,"low",0.261799387799149,6954.66594928129,0.606534470850201,1.17173461985757e-05,11.7173461985757,0.267949192431123,0.00023736117627778,0.23736117627778,0.0493650494251976
"71",71,419.874566850559,15,"low",0.261799387799149,6954.66594928129,0.603730746972757,1.16631824125155e-05,11.6631824125155,0.267949192431123,0.000236994874885791,0.236994874885791,0.0492128043618499
"72",72,415.99464385069,15,"low",0.261799387799149,6954.66594928129,0.598151869384437,1.15554067736303e-05,11.5554067736303,0.267949192431123,0.000236262617443129,0.236262617443129,0.0489091626033973
