"run","start_time_min","end_time_min","jar_ID","dry_jar_mass_g","wet_jar_mass_g","water_mass_g","water_temp_C","density_g_mL","volume_mL","condition"
57,16,17,17,394,1113.8,719.8,16.2,1.0006783433979,719.312059413465,15
57,17,18,18,394.5,1118.5,724,16.3,1.00068239516543,723.506282810452,15
57,20,21,21,393.4,1124.6,731.2,16.2,1.0006783433979,730.70433154088,15
57,21,22,22,393.3,1101.3,708,16.2,1.0006783433979,707.520058439474,15
57,22,23,23,393.3,1097.6,704.3,16.2,1.0006783433979,703.822566608646,15
57,25,26,26,394.2,1114.5,720.3,16.2,1.0006783433979,719.811720471685,15
57,26,27,27,394.2,1112.3,718.1,16.2,1.0006783433979,717.613211815517,15
57,27,28,28,394.3,1121.8,727.5,16.2,1.0006783433979,727.006839710053,15
58,0,1,1,393.3,834.6,441.3,16.5,1.00069046430071,440.995508344715,15
58,1,2,2,392.9,1094.6,701.7,16.2,1.0006783433979,701.224329105902,15
58,2,3,3,393.7,1093.6,699.9,16.3,1.00068239516543,699.42271731911,15
58,3,4,4,393.6,1109.3,715.7,16.3,1.00068239516543,715.211942827957,15
58,5,6,6,393.3,1132.3,739,16,1.00067020532929,738.505049979796,15
58,6,7,7,393.3,1103,709.7,16,1.00067020532929,709.224673843926,15
58,7,8,8,394.1,1125.7,731.6,16,1.00067020532929,731.110006177562,15
58,10,11,11,394.4,1129.1,734.7,16,1.00067020532929,734.207929932552,15
58,11,12,12,393.1,1105.5,712.4,15.9,1.00066611897442,711.925772734405,15
58,12,13,13,392.4,1100.3,707.9,15.9,1.00066611897442,707.428768274404,15
58,15,16,16,393.2,1118.9,725.7,16,1.00067020532929,725.213957740646,15
58,16,17,17,394,1088.6,694.6,16,1.00067020532929,694.134787166395,15
58,17,18,18,394.5,1113.4,718.9,16,1.00067020532929,718.41851208454,15
58,20,21,21,393.4,1110.9,717.5,15.9,1.00066611897442,717.022377789073,15
58,21,22,22,393.3,1121.1,727.8,15.9,1.00066611897442,727.315521330854,15
58,22,23,23,393.3,1116.2,722.9,15.9,1.00066611897442,722.418783141075,15
58,25,26,26,394.2,1155.9,761.7,15.9,1.00066611897442,761.192954929529,15
58,26,27,27,394.2,1123.9,729.7,15.9,1.00066611897442,729.214256547299,15
58,27,28,28,394.3,1129.4,735.1,15.9,1.00066611897442,734.6106618993,15
59,0,1,1,393.3,837,443.7,16.3,1.00068239516543,443.397427738947,15
59,1,2,2,392.9,1133,740.1,16.2,1.0006783433979,739.598298377196,15
59,2,3,3,393.7,1139.6,745.9,16.2,1.0006783433979,745.394366652548,15
59,3,4,4,393.6,1141.3,747.7,16,1.00067020532929,747.199223098638,15
59,5,6,6,393.3,1130.4,737.1,15.9,1.00066611897442,736.60933054819,15
59,6,7,7,393.3,1130.9,737.6,15.9,1.00066611897442,737.108997710412,15
59,7,8,8,394.1,1134,739.9,15.8,1.00066202103649,739.410494697912,15
59,10,11,11,394.4,1142.3,747.9,15.9,1.00066611897442,747.402141252192,15
59,11,12,12,393.1,1134.9,741.8,15.8,1.00066202103649,741.309237690108,15
59,12,13,13,392.4,1131.1,738.7,15.7,1.00065791148837,738.21432031778,15
59,15,16,16,393.2,1141.3,748.1,15.8,1.00066202103649,747.605069716864,15
59,16,17,17,394,1147.6,753.6,15.7,1.00065791148837,753.104523881791,15
59,17,18,18,394.5,1147.7,753.2,15.8,1.00066202103649,752.701695643286,15
59,20,21,21,393.4,1156.6,763.2,15.7,1.00065791148837,762.698212084107,15
59,21,22,22,393.3,1150.8,757.5,15.7,1.00065791148837,757.001959713982,15
59,22,23,23,393.3,1151.4,758.1,15.7,1.00065791148837,757.601565226627,15
59,25,26,26,394.2,1157.4,763.2,15.8,1.00066202103649,762.69507981274,15
59,26,27,27,394.2,1163.1,768.9,15.7,1.00065791148837,768.394464454232,15
59,27,28,28,394.3,1157.2,762.9,15.7,1.00065791148837,762.398409327785,15
60,0,1,1,393.3,864.1,470.8,16.1,1.00067428012814,470.482762822397,15
60,1,2,2,392.9,1130.2,737.3,15.9,1.00066611897442,736.809197413078,15
60,2,3,3,393.7,1145.1,751.4,15.8,1.00066202103649,750.902886492784,15
60,3,4,4,393.6,1151.9,758.3,15.9,1.00066611897442,757.795218226417,15
60,5,6,6,393.3,1147.8,754.5,15.7,1.00065791148837,754.003932150758,15
60,6,7,7,393.3,1149.4,756.1,15.6,1.00065379030287,755.605992129557,15
60,7,8,8,394.1,1157.3,763.2,15.6,1.00065379030287,762.701353251261,15
60,10,11,11,394.4,1172.2,777.8,15.7,1.00065791148837,777.288612891796,15
60,11,12,12,393.1,1153.2,760.1,15.6,1.00065379030287,759.603378676996,15
60,12,13,13,392.4,1129.7,737.3,15.7,1.00065791148837,736.815240788276,15
60,15,16,16,393.2,1103.8,710.6,15.8,1.00066202103649,710.129879081411,15
60,16,17,17,394,1116.1,722.1,15.7,1.00065791148837,721.625234467943,15
60,17,18,18,394.5,1111.7,717.2,15.8,1.00066202103649,716.725512633251,15
60,20,21,21,393.4,1122.1,728.7,15.7,1.00065791148837,728.220895107035,15
60,21,22,22,393.3,1109.5,716.2,15.7,1.00065791148837,715.729113593603,15
60,22,23,23,393.3,1127.7,734.4,15.7,1.00065791148837,733.91714747716,15
60,25,26,26,394.2,1141.2,747,15.8,1.00066202103649,746.505797458224,15
60,26,27,27,394.2,1158.3,764.1,15.7,1.00065791148837,763.597620353074,15
60,27,28,28,394.3,1087.3,693,15.8,1.00066202103649,692.541522943172,15
61,1,2,2,392.9,805.3,412.4,16,1.00067020532929,412.123792437981,16
61,2,3,3,393.7,803.2,409.5,16,1.00067020532929,409.2257347317,16
61,3,4,4,393.6,801,407.4,16,1.00067020532929,407.127141220255,16
61,5,6,6,393.3,800.3,407,16,1.00067020532929,406.727409122837,16
61,6,7,7,393.3,813,419.7,15.8,1.00066202103649,419.42233359199,16
61,7,8,8,394.1,799.5,405.4,15.9,1.00066611897442,405.130135129882,16
61,10,11,11,394.4,801.8,407.4,16,1.00067020532929,407.127141220255,16
61,11,12,12,393.1,808.7,415.6,15.9,1.00066611897442,415.323345239218,16
61,12,13,13,392.4,797.3,404.9,16,1.00067020532929,404.628815611393,16
61,15,16,16,393.2,805.3,412.1,16,1.00067020532929,411.823993364917,16
61,16,17,17,394,795.9,401.9,16,1.00067020532929,401.630824880758,16
61,17,18,18,394.5,792.6,398.1,16,1.00067020532929,397.833369955286,16
61,20,21,21,393.4,794,400.6,16,1.00067020532929,400.331695564149,16
61,21,22,22,393.3,803.6,410.3,15.9,1.00066611897442,410.026873319661,16
61,22,23,23,393.3,806.7,413.4,15.9,1.00066611897442,413.12480972544,16
61,25,26,26,394.2,809,414.8,16,1.00067020532929,414.522185022489,16
61,26,27,27,394.2,801.8,407.6,15.9,1.00066611897442,407.32867064366,16
61,27,28,28,394.3,805.3,411,16,1.00067020532929,410.724730097018,16
62,0,1,1,393.3,591.5,198.2,16.4,1.00068643545748,198.064041818844,16
62,1,2,2,392.9,814.2,421.3,16.1,1.00067428012814,421.016117198547,16
62,2,3,3,393.7,825,431.3,16.2,1.0006783433979,431.007628820544,16
62,3,4,4,393.6,815.9,422.3,16.2,1.0006783433979,422.013729772585,16
62,5,6,6,393.3,821,427.7,16,1.00067020532929,427.41354516422,16
62,6,7,7,393.3,815.3,422,16,1.00067020532929,421.717362776013,16
62,7,8,8,394.1,819.1,425,16,1.00067020532929,424.715353506648,16
62,10,11,11,394.4,824.9,430.5,16,1.00067020532929,430.211669846146,16
62,11,12,12,393.1,826.2,433.1,16,1.00067020532929,432.809928479363,16
62,12,13,13,392.4,814.8,422.4,16,1.00067020532929,422.117094873431,16
62,15,16,16,393.2,825.4,432.2,16,1.00067020532929,431.910531260173,16
62,16,17,17,394,824.9,430.9,16,1.00067020532929,430.611401943564,16
62,17,18,18,394.5,825.9,431.4,16,1.00067020532929,431.111067065337,16
62,20,21,21,393.4,807.7,414.3,16,1.00067020532929,414.022519900716,16
62,21,22,22,393.3,790.2,396.9,15.9,1.00066611897442,396.635793372102,16
62,22,23,23,393.3,803.4,410.1,15.9,1.00066611897442,409.827006454772,16
62,25,26,26,394.2,809.3,415.1,16,1.00067020532929,414.821984095552,16
62,26,27,27,394.2,800.6,406.4,15.9,1.00066611897442,406.129469454327,16
62,27,28,28,394.3,802.4,408.1,15.9,1.00066611897442,407.828337805883,16
63,0,1,1,393.3,606.7,213.4,16.3,1.00068239516543,213.254476176451,16
63,1,2,2,392.9,806.5,413.6,16.2,1.0006783433979,413.319627359557,16
63,2,3,3,393.7,818.2,424.5,16.1,1.00067428012814,424.213960956048,16
63,3,4,4,393.6,807.1,413.5,16.2,1.0006783433979,413.219695147913,16
63,5,6,6,393.3,821,427.7,16.1,1.00067428012814,427.41180471355,16
63,6,7,7,393.3,810.4,417.1,16,1.00067020532929,416.820644582643,16
63,7,8,8,394.1,811.7,417.6,16,1.00067020532929,417.320309704415,16
63,10,11,11,394.4,813.9,419.5,16,1.00067020532929,419.219037167151,16
63,11,12,12,393.1,825.8,432.7,15.9,1.00066611897442,432.411962187222,16
63,12,13,13,392.4,820.4,428,15.9,1.00066611897442,427.715090862332,16
63,15,16,16,393.2,815.4,422.2,16,1.00067020532929,421.917228824722,16
63,16,17,17,394,821.3,427.3,16,1.00067020532929,427.013813066802,16
63,17,18,18,394.5,818.1,423.6,16,1.00067020532929,423.316291165685,16
63,20,21,21,393.4,837.8,444.4,16,1.00067020532929,444.102360231422,16
63,21,22,22,393.3,805.3,412,15.9,1.00066611897442,411.725741671217,16
63,22,23,23,393.3,814.4,421.1,16,1.00067020532929,420.817965556823,16
63,25,26,26,394.2,823.3,429.1,15.9,1.00066611897442,428.814358619221,16
63,26,27,27,394.2,821,426.8,15.9,1.00066611897442,426.515889672999,16
63,27,28,28,394.3,825,430.7,15.9,1.00066611897442,430.413293538333,16
64,0,1,1,393.3,599.8,206.5,16.8,1.00070248240279,206.355039216223,16
64,1,2,2,392.9,825.4,432.5,16.5,1.00069046430071,432.201580238135,16
64,2,3,3,393.7,822.8,429.1,16.6,1.0006944817217,428.802204706606,16
64,3,4,4,393.6,813.5,419.9,16.7,1.00069848774693,419.606909715036,16
64,5,6,6,393.3,814.4,421.1,16.5,1.00069046430071,420.809446100067,16
64,6,7,7,393.3,830.5,437.2,16.4,1.00068643545748,436.900096282537,16
64,7,8,8,394.1,821,426.9,16.4,1.00068643545748,426.607161717783,16
64,10,11,11,394.4,824.9,430.5,16.5,1.00069046430071,430.202960213913,16
64,11,12,12,393.1,822.6,429.5,16.4,1.00068643545748,429.205378209857,16
64,12,13,13,392.4,823.4,431,16.5,1.00069046430071,430.702615219968,16
64,15,16,16,393.2,828.1,434.9,16.5,1.00069046430071,434.599924267202,16
64,16,17,17,394,822.3,428.3,16.5,1.00069046430071,428.004478187268,16
64,17,18,18,394.5,829,434.5,16.5,1.00069046430071,434.200200262358,16
64,20,21,21,393.4,826.1,432.7,16.5,1.00069046430071,432.401442240558,16
64,21,22,22,393.3,816.5,423.2,16.5,1.00069046430071,422.9079971255,16
64,25,26,26,394.2,829.5,435.3,16.5,1.00069046430071,434.999648272047,16
64,26,27,27,394.2,831.9,437.7,16.4,1.00068643545748,437.399753300243,16
64,27,28,28,394.3,829.1,434.8,16.5,1.00069046430071,434.499993265991,16
65,0,1,1,393.3,626.5,233.2,17.3,1.00072228605878,233.031684463058,17
65,1,2,2,392.9,810,417.1,17.1,1.00071439841668,416.802237141716,17
65,2,3,3,393.7,828.8,435.1,17,1.00071043771151,434.791108000248,17
65,3,4,4,393.6,814.7,421.1,17.1,1.00071439841668,420.799381588052,17
65,5,6,6,393.3,806.8,413.5,16.9,1.00070646571558,413.208082656201,17
65,6,7,7,393.3,815.6,422.3,16.8,1.00070248240279,422.003549932256,17
65,7,8,8,394.1,802.5,408.4,16.8,1.00070248240279,408.113307583077,17
65,10,11,11,394.4,825.9,431.5,16.8,1.00070248240279,431.197091630993,17
65,11,12,12,393.1,812.1,419,16.7,1.00069848774693,418.707537915218,17
65,12,13,13,392.4,812.5,420.1,16.7,1.00069848774693,419.806770114996,17
65,15,16,16,393.2,818.7,425.5,16.7,1.00069848774693,425.203000913903,17
65,16,17,17,394,807.6,413.6,16.7,1.00069848774693,413.311307116311,17
65,17,18,18,394.5,805,410.5,16.7,1.00069848774693,410.213470916938,17
65,20,21,21,393.4,808.3,414.9,16.6,1.0006944817217,414.612059503078,17
65,21,22,22,393.3,807.9,414.6,16.5,1.00069046430071,414.313931021343,17
65,22,23,23,393.3,829.1,435.8,16.5,1.00069046430071,435.499303278103,17
65,25,26,26,394.2,812.6,418.4,16.5,1.00069046430071,418.111309067366,17
65,26,27,27,394.2,800.5,406.3,16.4,1.00068643545748,406.021292588277,17
65,27,28,28,394.3,812.7,418.4,16.4,1.00068643545748,418.112992416773,17
66,0,1,1,393.3,620,226.7,16.8,1.00070248240279,226.540859033015,17
66,1,2,2,392.9,799.6,406.7,16.5,1.00069046430071,406.419381925664,17
66,2,3,3,393.7,787.3,393.6,16.5,1.00069046430071,393.328420767006,17
66,3,4,4,393.6,797.6,404,16.5,1.00069046430071,403.721244892963,17
66,5,6,6,393.3,800.3,407,16.4,1.00068643545748,406.720812413066,17
66,6,7,7,393.3,805,411.7,16.3,1.00068239516543,411.419249493181,17
66,7,8,8,394.1,819.3,425.2,16.3,1.00068239516543,424.910043440614,17
66,10,11,11,394.4,806.5,412.1,16.2,1.0006783433979,411.820644184897,17
66,11,12,12,393.1,806.9,413.8,16.2,1.0006783433979,413.519491782845,17
66,12,13,13,392.4,801.1,408.7,16.2,1.0006783433979,408.422948989001,17
66,15,16,16,393.2,815.2,422,16.2,1.0006783433979,421.713933137653,17
66,16,17,17,394,800.7,406.7,16.2,1.0006783433979,406.424304756122,17
66,17,18,18,394.5,796.7,402.2,16.2,1.0006783433979,401.927355232142,17
66,20,21,21,393.4,810.7,417.3,16.2,1.0006783433979,417.017119190385,17
66,21,22,22,393.3,797.4,404.1,16.2,1.0006783433979,403.826067253378,17
66,22,23,23,393.3,803,409.7,16.1,1.00067428012814,409.423933577604,17
66,25,26,26,394.2,810.3,416.1,16.1,1.00067428012814,415.819621092607,17
66,26,27,27,394.2,793.2,399,16.1,1.00067428012814,398.731143513459,17
66,27,28,28,394.3,798.6,404.3,16.1,1.00067428012814,404.02757223682,17
67,0,1,1,393.3,599.1,205.8,16,1.00067020532929,205.662164121572,17
67,1,2,2,392.9,801.1,408.2,15.7,1.00065791148837,407.931617102637,17
67,2,3,3,393.7,808.6,414.9,15.7,1.00065791148837,414.627211993837,17
67,3,4,4,393.6,810.5,416.9,15.7,1.00065791148837,416.625897035986,17
67,5,6,6,393.3,803.5,410.2,15.7,1.00065791148837,409.930302144786,17
67,6,7,7,393.3,808.3,415,15.6,1.00065379030287,414.728854296741,17
67,7,8,8,394.1,808.4,414.3,15.6,1.00065379030287,414.02931165094,17
67,10,11,11,394.4,812.8,418.4,15.6,1.00065379030287,418.126632862064,17
67,11,12,12,393.1,807.2,414.1,15.6,1.00065379030287,413.829442323568,17
67,12,13,13,392.4,805.4,413,15.6,1.00065379030287,412.730161023022,17
67,15,16,16,393.2,806.7,413.5,15.7,1.00065791148837,413.228132464332,17
67,16,17,17,394,809.8,415.8,15.6,1.00065379030287,415.528331606229,17
67,17,18,18,394.5,793.5,399,15.7,1.00065791148837,398.737665908751,17
67,20,21,21,393.4,796.3,402.9,15.5,1.00064965745266,402.638422947806,17
67,21,22,22,393.3,797.3,404,15.4,1.00064551291035,403.739381017138,17
67,22,23,23,393.3,804.3,411,15.5,1.00064965745266,410.733164138864,17
67,25,26,26,394.2,799,404.8,15.6,1.00065379030287,404.535518600773,17
67,26,27,27,394.2,809.7,415.5,15.6,1.00065379030287,415.228527615171,17
67,27,28,28,394.3,805.1,410.8,15.5,1.00064965745266,410.533293985998,17
68,0,1,1,393.3,611.7,218.4,15.9,1.00066611897442,218.254616458723,17
68,1,2,2,392.9,790.4,397.5,15.8,1.00066202103649,397.237020735802,17
68,2,3,3,393.7,815,421.3,15.8,1.00066202103649,421.021275059103,17
68,3,4,4,393.6,820.7,427.1,15.7,1.00065791148837,426.819190750946,17
68,5,6,6,393.3,831.9,438.6,15.6,1.00065379030287,438.313434926628,17
68,6,7,7,393.3,815.8,422.5,15.5,1.00064965745266,422.225697928637,17
68,7,8,8,394.1,823.3,429.2,15.6,1.00065379030287,428.919576540148,17
68,10,11,11,394.4,826.4,432,15.6,1.00065379030287,431.717747123355,17
68,11,12,12,393.1,823.5,430.4,15.5,1.00064965745266,430.120568966829,17
68,12,13,13,392.4,817.3,424.9,15.6,1.00065379030287,424.622386001652,17
68,15,16,16,393.2,818,424.8,15.6,1.00065379030287,424.522451337966,17
68,16,17,17,394,827.5,433.5,15.5,1.00064965745266,433.218556336247,17
68,17,18,18,394.5,820.1,425.6,15.5,1.00064965745266,425.323685298054,17
68,20,21,21,393.4,828.9,435.5,15.5,1.00064965745266,435.217257864903,17
68,21,22,22,393.3,821,427.7,15.4,1.00064551291035,427.424092230272,17
68,22,23,23,393.3,812.5,419.2,15.5,1.00064965745266,418.927840406354,17
68,25,26,26,394.2,821.5,427.3,15.5,1.00064965745266,427.022581597412,17
68,26,27,27,394.2,817.5,423.3,15.4,1.00064551291035,423.026930654838,17
68,27,28,28,394.3,825,430.7,15.5,1.00064965745266,430.420374196128,17
69,0,1,1,393.3,624.2,230.9,16.1,1.00067428012814,230.744413627212,18
69,1,2,2,392.9,809.1,416.2,15.9,1.00066611897442,415.922945833885,18
69,2,3,3,393.7,809.4,415.7,15.9,1.00066611897442,415.423278671662,18
69,3,4,4,393.6,814.5,420.9,16,1.00067020532929,420.618099508114,18
69,5,6,6,393.3,825.4,432.1,15.8,1.00066202103649,431.814129962113,18
69,6,7,7,393.3,835.7,442.4,15.7,1.00065791148837,442.109131323387,18
69,7,8,8,394.1,808.4,414.3,15.8,1.00066202103649,414.025906140485,18
69,10,11,11,394.4,824.1,429.7,15.8,1.00066202103649,429.415717761444,18
69,11,12,12,393.1,822.8,429.7,15.7,1.00065791148837,429.41748130574,18
69,12,13,13,392.4,812.5,420.1,15.8,1.00066202103649,419.822068958768,18
69,15,16,16,393.2,825.8,432.6,15.8,1.00066202103649,432.313799170586,18
69,16,17,17,394,812.6,418.6,15.7,1.00065791148837,418.324779321813,18
69,17,18,18,394.5,817.1,422.6,15.8,1.00066202103649,422.320415001132,18
69,20,21,21,393.4,822.8,429.4,15.7,1.00065791148837,429.117678549418,18
69,21,22,22,393.3,812.7,419.4,15.6,1.00065379030287,419.125979498924,18
69,22,23,23,393.3,825.1,431.8,15.7,1.00065791148837,431.516100599997,18
69,25,26,26,394.2,817.4,423.2,15.6,1.00065379030287,422.92349671899,18
69,26,27,27,394.2,812.3,418.1,15.5,1.00064965745266,417.828554565593,18
69,27,28,28,394.3,810.6,416.3,15.6,1.00065379030287,416.028004924659,18
70,0,1,1,393.3,647,253.7,15.9,1.00066611897442,253.531118111621,18
70,1,2,2,392.9,793.8,400.9,15.8,1.00066202103649,400.634771353416,18
70,2,3,3,393.7,824.4,430.7,15.8,1.00066202103649,430.41505617839,18
70,3,4,4,393.6,804.7,411.1,15.9,1.00066611897442,410.826340779217,18
70,5,6,6,393.3,807.2,413.9,15.7,1.00065791148837,413.627869472762,18
70,6,7,7,393.3,814.8,421.5,15.6,1.00065379030287,421.224607436329,18
70,7,8,8,394.1,799.7,405.6,15.7,1.00065791148837,405.333326547843,18
70,10,11,11,394.4,823.4,429,15.7,1.00065791148837,428.717941540988,18
70,11,12,12,393.1,811.9,418.8,15.6,1.00065379030287,418.526371516808,18
70,12,13,13,392.4,803.8,411.4,15.7,1.00065791148837,411.129513170076,18
70,15,16,16,393.2,808.4,415.2,15.6,1.00065379030287,414.928723624113,18
70,16,17,17,394,828.4,434.4,15.6,1.00065379030287,434.116179051818,18
70,17,18,18,394.5,820.7,426.2,15.6,1.00065379030287,425.921536629569,18
70,20,21,21,393.4,826.4,433,15.5,1.00064965745266,432.718880954083,18
70,21,22,22,393.3,822.9,429.6,15.5,1.00064965745266,429.321088355367,18
70,22,23,23,393.3,812.5,419.2,15.5,1.00064965745266,418.927840406354,18
70,25,26,26,394.2,821.8,427.6,15.5,1.00064965745266,427.322386826711,18
70,26,27,27,394.2,820.3,426.1,15.5,1.00064965745266,425.823360680218,18
70,27,28,28,394.3,814.3,420,15.5,1.00064965745266,419.727321017817,18
71,0,1,1,393.3,647.3,254,16.2,1.0006783433979,253.827817575743,18
71,1,2,2,392.9,799.6,406.7,16.1,1.00067428012814,406.425955054947,18
71,2,3,3,393.7,797.2,403.5,16.1,1.00067428012814,403.228111297445,18
71,3,4,4,393.6,812.8,419.2,16.1,1.00067428012814,418.917532232686,18
71,5,6,6,393.3,826.2,432.9,15.9,1.00066611897442,432.611829052111,18
71,6,7,7,393.3,808.2,414.9,15.8,1.00066202103649,414.625509190652,18
71,7,8,8,394.1,807.5,413.4,15.9,1.00066611897442,413.12480972544,18
71,10,11,11,394.4,816.8,422.4,16,1.00067020532929,422.117094873431,18
71,11,12,12,393.1,816.5,423.4,15.8,1.00066202103649,423.119885734688,18
71,12,13,13,392.4,823.5,431.1,15.9,1.00066611897442,430.813027268111,18
71,15,16,16,393.2,803.1,409.9,16,1.00067020532929,409.625466829118,18
71,16,17,17,394,819.9,425.9,15.9,1.00066611897442,425.616488780998,18
71,17,18,18,394.5,799,404.5,15.9,1.00066611897442,404.230734237882,18
71,20,21,21,393.4,815.1,421.7,15.8,1.00066202103649,421.421010425881,18
71,21,22,22,393.3,808.1,414.8,15.7,1.00065791148837,414.527277741729,18
71,22,23,23,393.3,817.9,424.6,15.8,1.00066202103649,424.319091835023,18
71,25,26,26,394.2,821.9,427.7,15.8,1.00066202103649,427.417040927553,18
71,26,27,27,394.2,814.3,420.1,15.7,1.00065791148837,419.823793103424,18
71,27,28,28,394.3,809.3,415,15.8,1.00066202103649,414.725443032347,18
72,0,1,1,393.3,625,231.7,16.4,1.00068643545748,231.541062005178,18
72,3,4,4,393.6,808.8,415.2,16.3,1.00068239516543,414.916862738812,18
72,5,6,6,393.3,812.6,419.3,16.1,1.00067428012814,419.017464850108,18
72,6,7,7,393.3,793.4,400.1,16,1.00067020532929,399.832030442377,18
72,7,8,8,394.1,804.2,410.1,15.9,1.00066611897442,409.827006454772,18
72,10,11,11,394.4,802.4,408,16.1,1.00067428012814,407.725079081431,18
72,11,12,12,393.1,821,427.9,16,1.00067020532929,427.613411212929,18
72,12,13,13,392.4,805.7,413.3,16,1.00067020532929,413.023189657171,18
72,15,16,16,393.2,814.9,421.7,16.1,1.00067428012814,421.415847668234,18
72,16,17,17,394,817.7,423.7,16,1.00067020532929,423.41622419004,18
72,17,18,18,394.5,803.7,409.2,16.1,1.00067428012814,408.924270490495,18
72,20,21,21,393.4,820,426.6,15.9,1.00066611897442,426.31602280811,18
72,21,22,22,393.3,801.8,408.5,15.8,1.00066202103649,408.229743322202,18
72,22,23,23,393.3,804.6,411.3,15.9,1.00066611897442,411.026207644106,18
72,25,26,26,394.2,815.8,421.6,16,1.00067020532929,421.317630678595,18
72,26,27,27,394.2,824.6,430.4,16,1.00067020532929,430.111736821792,18
72,27,28,28,394.3,806.7,412.4,16,1.00067020532929,412.123792437981,18
